,artistName,trackName,audioType,msPlayed,inLibrary
1100,Fall Out Boy,Fourth Of July,Music,2159,False
1101,Fall Out Boy,HOLD ME TIGHT OR DON’T,Music,38661,False
1102,Fall Out Boy,I Don't Care - Single Version,Music,4090,False
1103,Fall Out Boy,Irresistible,Music,421533,False
1104,Fall Out Boy,Just One Yesterday,Music,140172,False
1105,Fall Out Boy,Lake Effect Kid,Music,301457,False
1106,Fall Out Boy,Miss Missing You,Music,1323,False
1107,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),Music,159706,False
1108,Fall Out Boy,Novocaine,Music,1300,False
1109,Fall Out Boy,Rat A Tat,Music,1277,False
1110,Fall Out Boy,Save Rock And Roll,Music,10035,False
1111,Fall Out Boy,Stay Frosty Royal Milk Tea,Music,171053,False
1112,Fall Out Boy,"Sugar, We're Goin Down",Music,27534,False
1113,Fall Out Boy,Super Fade,Music,79177,False
1114,Fall Out Boy,The (Shipped) Gold Standard,Music,1920,False
1115,Fall Out Boy,The Kids Aren't Alright,Music,4135,False
1116,Fall Out Boy,The Last Of The Real Ones,Music,188670,False
1117,Fall Out Boy,The Mighty Fall,Music,23184,False
1118,Fall Out Boy,The Phoenix,Music,26353,False
1119,Fall Out Boy,Thnks fr th Mmrs,Music,25611,False
1120,Fall Out Boy,Uma Thurman,Music,1416,False
1121,Fall Out Boy,Where Did The Party Go,Music,133537,False
1122,Fall Out Boy,Wilson (Expensive Mistakes),Music,13955,False
1123,Fall Out Boy,Young Volcanoes,Music,13560,False
1124,Fantastic Negrito,Bad Guy Necessity - Acoustic,Music,7229,False
1125,Fantastic Negrito,Push Back,Music,39464,False
1126,Fantastic Negrito,The Duffler,Music,5502,False
1127,Fantastic Negrito,Working Poor,Music,1450,False
1128,Fantasy Guys,Bae Caught Me Vapin',Music,220525,False
1129,Far Caspian,Between Days,Music,237793,False
1130,Far Caspian,Blue,Music,881533,False
1131,Far Caspian,Conversations,Music,13467,False
1132,Far Caspian,Finding My Way Home,Music,300044,False
1133,Far Caspian,Holding On,Music,9090,False
1134,Far Caspian,Let's Go Outside,Music,290817,False
1135,Far Caspian,The Place,Music,87141,False
1136,Fat Joe,All The Way Up (Remix),Music,1207,False
1137,Fat Night,Fool,Music,136823,False
1138,Fat Night,Sweet Berry Wine,Music,9483,True
1139,Fat Night,The Warmth,Music,183907,True
1140,Fat Night,Three Simple Words,Music,201311,True
1141,Father John Misty,Ballad of the Dying Man,Music,1578,False
1142,Father John Misty,Real Love Baby,Music,265255,False
1143,Father John Misty,The Night Josh Tillman Came To Our Apt.,Music,1439,False
1144,Faye Webster,Kingston,Music,25959,False
1145,Feed Me Jack,Twice,Music,463073,False
1146,Fergie,Fergalicious,Music,12971,False
1147,Finger Eleven,Paralyzer,Music,953543,False
1148,Flamingosis,Down for the Fifth Time,Music,990193,False
1149,Fleece,Under the Light,Music,983792,False
1150,Flipturn,Chicago,Music,82613,False
1151,Flitz&Suppe,Really Sorry,Music,3784,False
1152,Floda,Weak,Music,3610,False
1153,Florida Georgia Line,Cruise,Music,1642,False
1154,Floyd Fuji,Drama,Music,737322,False
1155,Fly Rich Double,Yup on My Tractor,Music,22976,False
1156,Foreign Air,Caffeine,Music,2005,False
1157,Foreign Air,Loud Magic,Music,1770,False
1158,Foreigner,Cold as Ice,Music,41933,False
1159,Foreigner,Feels like the First Time,Music,2260,False
1160,Foreigner,Hot Blooded,Music,11425,False
1161,Foster The People,Nevermind,Music,76210,False
1162,Foxwarren,Everything Apart,Music,268038,False
1163,Foxygen,Make It Known,Music,5107,False
1164,Foxygen,On Blue Mountain,Music,6370,False
1165,Foxygen,San Francisco,Music,3818,False
1166,Foxygen,Shuggie,Music,29860,False
1167,Francis and the Lights,Cruise,Music,11454,False
1168,Frank Jaeger,Good Thoughts,Music,34969,False
1169,Frank Ocean,Biking,Music,4122358,False
1170,Frank Ocean,Chanel,Music,2602587,False
1171,Frank Ocean,Close To You,Music,5832,True
1172,Frank Ocean,DHL,Music,1114784,False
1173,Frank Ocean,End,Music,2026,True
1174,Frank Ocean,Fertilizer,Music,831,True
1175,Frank Ocean,In My Room,Music,10437451,False
1176,Frank Ocean,Lost,Music,1301,True
1177,Frank Ocean,Moon River,Music,1605074,False
1178,Frank Ocean,Nights,Music,1543593,True
1179,Frank Ocean,Nikes,Music,177855,True
1180,Frank Ocean,Novacane,Music,303376,True
1181,Frank Ocean,Pink + White,Music,2648587,True
1182,Frank Ocean,Provider,Music,289123,False
1183,Frank Ocean,Seigfried,Music,469152,True
1184,Frank Ocean,Self Control,Music,612056,True
1185,Frank Ocean,Super Rich Kids,Music,1497,True
1186,Frank Ocean,Sweet Life,Music,193996,True
1187,Frank Ocean,Swim Good,Music,38903,True
1188,Frank Ocean,White Ferrari,Music,895610,True
1189,Frank Sinatra,Bein' Green,Music,60501,False
1190,Frank Sinatra,This Town,Music,4714,True
1191,Freakonomics Radio,"358. Yes, the Open Office Is Terrible — But It Doesn’t Have to Be (Rebroadcast)",Podcast,2448426,False
1192,Freakonomics Radio,362. Why Is This Man Running for President?,Podcast,2872730,False
1193,Freakonomics Radio,388. The Economics of Sports Gambling,Podcast,3265999,False
1194,Freakonomics Radio,391. America’s Math Curriculum Doesn’t Add Up,Podcast,2857445,False
1195,Freakonomics Radio,395. Speak Softly and Carry Big Data,Podcast,448434,False
1196,Freakonomics Radio,396. Why Does Tipping Still Exist?,Podcast,2737226,False
1197,Freakonomics Radio,397. How to Save $32 Million in One Hour,Podcast,2936402,False
1198,Freakonomics Radio,398. The Truth About the Vaping Crisis,Podcast,690454,False
1199,Freakonomics Radio,Extra: Mark Cuban Full Interview,Podcast,2732447,False
1200,Freakonomics Radio,How to Be Happy (Ep. 345 Rebroadcast),Podcast,2209372,False
1201,Freakonomics Radio,How to Change Your Mind (Ep. 379 Rebroadcast),Podcast,2688000,False
1202,Freddie Gibbs,Cataracts,Music,1880,False
1203,Freddie Gibbs,Crime Pays,Music,6518130,True
1204,Freddie Gibbs,Fake Names,Music,8042,False
1205,Freddie Gibbs,Giannis (feat. Anderson .Paak),Music,18247831,True
1206,Freestyle,Don't Stop the Rock,Music,219080,False
1207,French Cassettes,City Kitty,Music,802735,False
1208,Fruit Bats,Mandy from Mohawk (Wherever You May Be),Music,27238,False
1209,Fruit Bats,The Rock Doc,Music,152973,False
1210,Future,Ain't No Time,Music,6420,False
1211,Future,Codeine Crazy,Music,61173,False
1212,Future,Crushed Up,Music,51446,False
1213,Future,Fine China,Music,16725,False
1214,Future,Fly Shit Only,Music,6896,False
1215,Future,Jersey,Music,199145,False
1216,Future,Jumpin on a Jet,Music,2693,False
1217,Future,Lay Up,Music,12515,False
1218,Future,Lie to Me,Music,4516,False
1219,Future,Lil Haiti Baby,Music,6176,False
1220,Future,Look Ahead,Music,13097,False
1221,Future,Low Life,Music,660378,False
1222,Future,Mask Off,Music,503409,False
1223,Future,Never Stop,Music,292339,False
1224,Future,No Cap,Music,19766,False
1225,Future,Radical,Music,2783,False
1226,Future,Temptation,Music,174005,False
1227,Future,Throw Away,Music,13290,False
1228,Future,WIFI LIT,Music,79063,False
1229,Future,Where Ya At,Music,334099,False
1230,Future,XanaX Damage,Music,29610,False
1231,GUM,Anesthetized Lesson,Music,2218,False
1232,GUM,Couldn't See Past My Ego,Music,379966,False
1233,Gabriel Garzón-Montano,6 8,Music,582541,True
1234,Gabriel Garzón-Montano,Cantiga,Music,252444,True
1235,Gabriel Garzón-Montano,Crawl,Music,230460,True
1236,Gabriel Garzón-Montano,Everything Is Everything,Music,253270,True
1237,Gabriel Garzón-Montano,Everything is Everything,Music,1400,False
1238,Gabriel Garzón-Montano,Fruitflies,Music,1582446,True
1239,Gabriel Garzón-Montano,Golden Wings,Music,1092451,False
1240,Gabriel Garzón-Montano,Naeja,Music,1081522,True
1241,Gabriel Garzón-Montano,Sour Mango,Music,661822,True
1242,Gabriel Garzón-Montano,The Game,Music,2783388,True
1243,Garden City Movement,She's so Untouchable,Music,961298,False
1244,Gary Clark Jr.,Blak and Blu,Music,270290,True
1245,Gary Clark Jr.,Bright Lights,Music,48288,True
1246,Gary Clark Jr.,Come Together,Music,3362,True
1247,Gary Clark Jr.,When My Train Pulls In,Music,4054,True
1248,Gavin James,Say Hello,Music,8970,True
1249,Gavin James,Start Again,Music,17610,False
1250,Generationals,In Green (feat. Sarah Quintana),Music,1137,False
1251,Generationals,TenTwentyTen,Music,423748,False
1252,Genesis,That's All - 2007 Remaster,Music,6314,False
1253,George Harrison,My Sweet Lord,Music,87335,False
1254,George Jackson,Things Are Getting Better,Music,874,False
1255,Ginger Root,Call It Home,Music,300121,False
1256,Glass Animals,Black Mambo,Music,365514,True
1257,Glass Animals,Cane Shuga,Music,1590,True
1258,Glass Animals,Cocoa Hooves,Music,226080,True
1259,Glass Animals,Flip,Music,1521787,True
1260,Glass Animals,Gooey,Music,1193408,True
1261,Glass Animals,Hazey,Music,983009,True
1262,Glass Animals,JDNT,Music,1380628,True
1263,Glass Animals,Life Itself,Music,4766190,True
1264,Glass Animals,Lose Control,Music,799819,False
1265,Glass Animals,Mama's Gun,Music,750181,True
1266,Glass Animals,Pools,Music,3723939,True
1267,Glass Animals,Poplar St,Music,3376805,True
1268,Glass Animals,Pork Soda,Music,8552267,True
1269,Glass Animals,Season 2 Episode 3,Music,787898,True
1270,Glass Animals,Take A Slice,Music,4682,True
1271,Glass Animals,The Other Side Of Paradise,Music,5631,True
1272,Glass Animals,Toes,Music,1736269,True
1273,Glass Animals,Tokyo Drifting (with Denzel Curry),Music,15166364,True
1274,Glass Animals,Walla Walla,Music,368757,True
1275,Glass Animals,Wyrd,Music,823740,True
1276,Glass Animals,Youth,Music,1623448,True
1277,Gnarls Barkley,Crazy,Music,189302,False
1278,Going Deep with Chad and JT,"Ep. 57 - Big Time Raging, Primal Nature, Valentine's Day",Music,22154,False
1279,Going Deep with Chad and JT,Going Deep with Chad and JT,Music,18655,False
1280,GoldLink,Rough Soul,Music,17087,False
1281,GoldLink,Some Girl (feat. Steve Lacy),Music,26581,False
1282,GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",Music,1180140,False
1283,Good Morning,Oppsie,Music,1066274,False
1284,Good Posture,Italy,Music,140529,False
1285,Gorillaz,Let Me Out (feat. Mavis Staples & Pusha T),Music,6634,False
1286,Gourmet,Forever Backwards,Music,1497,False
1287,Great Legs,It's Modelo Time,Music,10282,False
1288,Green Day,Brain Stew,Music,139649,False
1289,Gregory Alan Isakov,Berth,Music,81133,False
1290,Greyhounds,Devil's Eyes,Music,11668,False
1291,Grizzly Bear,Losing All Sense,Music,209813,False
1292,Grizzly Bear,Mourning Sound,Music,25870,True
1293,Grizzly Bear,"Ready, Able",Music,14527,False
1294,Grizzly Bear,Two Weeks,Music,264642,False
1295,Grizzly Bear,Wasted Acres,Music,71914,True
1296,Gryffin,Whole Heart,Music,1184,False
1297,Guantanamo Bay Surf Club,Escargot Blues,Music,235678,False
1298,Gucci Mane,15th and the 1st (feat. YG Hootie),Music,233373,False
1299,Gucci Mane,Both (feat. Drake),Music,290169,False
1300,Gucci Mane,Last Time (feat. Travis Scott),Music,4202,False
1301,Gucci Mane,Lemonade,Music,295222,False
1302,Gucci Mane,Wake Up in the Sky,Music,6245,False
1303,Guns N' Roses,14 Years,Music,81088,False
1304,Gus Dapperton,I'm Just Snacking,Music,199033,False
1305,Gus Dapperton,World Class Cinema,Music,498672,False
1306,HAIM,Summer Girl,Music,27329,False
1307,HDBeenDope,Way Out,Music,156362,False
1308,HOMESHAKE,Call Me Up,Music,109174,False
1309,HOMESHAKE,Nothing Could Be Better,Music,6292,False
1310,HONNE,One At A Time Please,Music,1045,False
1311,HONNE,Out Of My Control,Music,22198,False
1312,Hablot Brown,Ain't No Secret,Music,7792,False
1313,Hablot Brown,Gone,Music,7430,False
1314,Hablot Brown,Peace Of Mind,Music,7569,False
1315,Hablot Brown,Reason,Music,115860,False
1316,Hana Vu,Cool (feat. Satchy),Music,272149,False
1317,Hare Squead,100 Miles,Music,39274,False
1318,Harry Hudson,No Good,Music,255578,False
1319,Harry Styles,Ever Since New York,Music,523377,False
1320,Harry Styles,From the Dining Table,Music,16845,False
1321,Harry Styles,Kiwi,Music,1514,False
1322,Heavy Mellow,Trip 5,Music,278622,False
1323,Heems,Home (feat. Dev Hynes),Music,75562,False
1324,Her,Shuggie - Bonus Track,Music,630066,False
1325,Herrick & Hooley,Good Morning,Music,25858,False
1326,Hiatus Kaiyote,Nakamarra (feat. Q-Tip),Music,1685,False
1327,High School Musical Cast,"Work This Out - From ""High School Musical 2""/Soundtrack Version",Music,1219,False
1328,Hillsong UNITED,Lead Me To The Cross,Music,5479,False
1329,Hillsong UNITED,Oceans (Where Feet May Fail),Music,487,False
1330,Hillsong Worship,I Surrender - Live,Music,6844,False
1331,Hillsong Worship,Man Of Sorrows - Live,Music,812,False
1332,Hillsong Worship,What A Beautiful Name,Music,10565,False
1333,Hippo Campus,Bambi,Music,344167,False
1334,Hippo Campus,Bubbles,Music,1602,False
1335,Hippo Campus,Golden,Music,479916,False
1336,Hippo Campus,Monsoon,Music,869386,False
1337,Hippo Campus,Simple Season,Music,25683,False
1338,Hippo Campus,South,Music,22082,False
1339,Hippo Campus,Suicide Saturday,Music,477512,False
1340,Hippo Campus,Vacation,Music,1301535,False
1341,Hippo Campus,Vines,Music,504802,False
1342,Hippo Campus,Way It Goes,Music,293938,False
1343,Hippo Campus,Why Even Try,Music,1217999,False
1344,Houndmouth,Sedona,Music,256481,False
1345,Hozier,Almost (Sweet Music),Music,3903807,True
1346,Hozier,Angel of Small Death and the Codeine Scene,Music,237702,True
1347,Hozier,As It Was,Music,246106,True
1348,Hozier,Be,Music,103648,True
1349,Hozier,Dinner & Diatribes,Music,224146,True
1350,Hozier,From Eden,Music,821,True
1351,Hozier,Movement,Music,76303,True
1352,Hozier,NFWMB,Music,8830963,True
1353,Hozier,Nina Cried Power (feat. Mavis Staples),Music,1147835,True
1354,Hozier,No Plan,Music,7047785,True
1355,Hozier,Nobody,Music,421146,True
1356,Hozier,Shrike,Music,178711,True
1357,Hozier,Someone New,Music,226946,True
1358,Hozier,Sunlight,Music,7520,True
1359,Hozier,Talk,Music,206695,True
1360,Hozier,To Noise Making (Sing),Music,252863,True
1361,Hozier,"Wasteland, Baby!",Music,3541,True
1362,Hozier,Work Song,Music,8130,False
1363,Hozier,Would That I,Music,268293,True
1364,Huncho Jack,Best Man,Music,24996,False
1365,Huncho Jack,Black & Chinese,Music,2385986,True
1366,Huncho Jack,Dubai Shit,Music,634574,True
1367,Huncho Jack,Eye 2 Eye,Music,625446,True
1368,Huncho Jack,Go,Music,3473,True
1369,Huncho Jack,How U Feel,Music,578290,True
1370,Huncho Jack,Huncho Jack,Music,119131,True
1371,Huncho Jack,Modern Slavery,Music,5846763,True
1372,Huncho Jack,Moon Rock,Music,3114,True
1373,Huncho Jack,Motorcycle Patches,Music,352382,True
1374,Huncho Jack,Saint,Music,452337,True
1375,Huncho Jack,Saint Laurent Mask,Music,3448,True
1376,Huncho Jack,Where U From,Music,2050064,True
1377,IDK,"Black Sheep, White Dove",Music,5549,False
1378,ILLENIUM,With You,Music,128478,False
1379,ILLENIUM,With You (feat. Quinn XCII),Music,1117499,False
1380,ISLAND,Stargazer (Live & Acoustic),Music,635649,False
1381,ISLAND,Try,Music,667623,False
1382,Ibra,Lazy and Stupid,Music,65189,False
1383,Illa J,Enjoy the Ride,Music,259091,False
1384,Incubus,Drive,Music,1223257,False
1385,Injury Reserve,Keep on Slippin (feat. Vic Mensa),Music,2368,False
1386,Injury Reserve,S on Ya Chest,Music,12290,False
1387,Innanet James,Better Without You,Music,2333,False
1388,Inner Wave,Bower,Music,254217,False
1389,Inside Conan: An Important Hollywood Podcast,"Andy Blitz, Jose Arroyo, Listener Questions",Music,2837209,False
1390,Inside Conan: An Important Hollywood Podcast,"Andy Richter, Listener Questions",Music,795910,False
1391,Inside Conan: An Important Hollywood Podcast,"Chris Hayes, Diane Harmon, Laurie Kilmartin, Jordan Schlansky",Music,2608940,False
1392,Inside Conan: An Important Hollywood Podcast,"Conan O’Brien, Ben Sinclair, Jordan Schlansky, Jose Arroyo",Music,2787217,False
1393,Inside Conan: An Important Hollywood Podcast,"Deon Cole, Nick Centofante",Music,3522954,False
1394,Inside Conan: An Important Hollywood Podcast,Introducing Inside Conan: An Important Hollywood Podcast,Music,102336,False
1395,Inside Conan: An Important Hollywood Podcast,"Timothy Olyphant, Moses Storm, J.P. Buck",Music,2990570,False
1396,Inside Conan: An Important Hollywood Podcast,"Todd Levin, Jordan Schlansky, Listener Questions",Music,2302573,False
1397,Interpol,If You Really Love Nothing,Music,1172,False
1398,Interpol,It Probably Matters,Music,370544,False
1399,Isaiah Rashad,Silkk da Shocka (feat. Syd),Music,3006,False
1400,Isao Tomita,"Suite Bergamasque, Claire de Lune, No. 3",Music,5045,False
1401,IshDARR,Mucho Mango,Music,5770,False
1402,Ivory Waves,After Slice,Music,46933,False
1403,J. Cole,ATM,Music,313750,False
1404,J. Cole,FRIENDS (feat. kiLL edward),Music,3930,False
1405,J. Cole,G.O.M.D.,Music,312936,False
1406,J. Cole,KOD,Music,42536,False
1407,J. Cole,MIDDLE CHILD,Music,181574,False
1408,J. Cole,Neighbors,Music,503473,False
1409,J. Cole,No Role Modelz,Music,780023,False
1410,J. Cole,Power Trip,Music,22225,False
1411,JAY-Z,22 Two's,Music,26025,False
1412,JAY-Z,4:44,Music,2538,True
1413,JAY-Z,BBC,Music,400731,True
1414,JAY-Z,Bam,Music,14218,True
1415,JAY-Z,Beach Is Better,Music,69628,True
1416,JAY-Z,Can I Live,Music,2634,False
1417,JAY-Z,Can't Knock The Hustle,Music,103605,False
1418,JAY-Z,Caught Their Eyes,Music,2239,True
1419,JAY-Z,Crown,Music,173572,True
1420,JAY-Z,D'evils,Music,714742,True
1421,JAY-Z,F*ckwithmeyouknowigotit,Music,499041,True
1422,JAY-Z,F.U.T.W.,Music,345042,True
1423,JAY-Z,Family Feud,Music,4554,True
1424,JAY-Z,Friend Or Foe,Music,8618,False
1425,JAY-Z,Gotta Have It,Music,1145431,True
1426,JAY-Z,Heaven,Music,1714227,True
1427,JAY-Z,Holy Grail,Music,1434859,True
1428,JAY-Z,Illest Motherf**ker Alive,Music,289876,True
1429,JAY-Z,JAY Z Blue,Music,1283799,True
1430,JAY-Z,Kill Jay Z,Music,618,True
1431,JAY-Z,La Familia,Music,718836,True
1432,JAY-Z,Legacy,Music,2517,True
1433,JAY-Z,Lift Off,Music,421460,True
1434,JAY-Z,Made In America,Music,242702,True
1435,JAY-Z,Marcy Me,Music,1930,True
1436,JAY-Z,Moonlight,Music,2997,True
1437,JAY-Z,Murder To Excellence,Music,331347,True
1438,JAY-Z,New Day,Music,1098436,True
1439,JAY-Z,Ni**as In Paris,Music,63280,True
1440,JAY-Z,Nickels And Dimes,Music,466082,True
1441,JAY-Z,No Church In The Wild,Music,625349,True
1442,JAY-Z,Oceans,Music,445414,True
1443,JAY-Z,Otis,Music,3272804,True
1444,JAY-Z,Part II (On The Run),Music,63760,True
1445,JAY-Z,Picasso Baby,Music,68455,True
1446,JAY-Z,Politics As Usual,Music,1397,False
1447,JAY-Z,Primetime,Music,683537,True
1448,JAY-Z,Smile,Music,5344,True
1449,JAY-Z,Somewhereinamerica,Music,289147,True
1450,JAY-Z,That's My Bitch,Music,288456,True
1451,JAY-Z,The Joy,Music,6196,True
1452,JAY-Z,The Story of O.J.,Music,99314,True
1453,JAY-Z,Tom Ford,Music,303416,True
1454,JAY-Z,Versus,Music,107135,True
1455,JAY-Z,Welcome To The Jungle,Music,541544,True
1456,JAY-Z,Who Gon Stop Me,Music,75031,True
1457,JAY-Z,Why I Love You,Music,9257,True
1458,JAYLIEN,We Fcuk,Music,4783,False
1459,JD & The Straight Shot,The Great Divide,Music,16341,False
1460,JID,Frequency Change,Music,1323,False
1461,JID,Off Da Zoinkys,Music,810,False
1462,JID,Slick Talk,Music,1184,False
1463,JP Cooper,September Song,Music,23605,False
1464,JP Cooper,She's On My Mind,Music,1305035,True
1465,JPEGMAFIA,URB,Music,2161,False
1466,Jack Bradley Vaught,Overlook,Music,347295,False
1467,Jack Harlow,Banana Tree (feat. Taylor),Music,10581,False
1468,Jack Harlow,SUNDOWN,Music,31285,False
1469,Jack Johnson,Banana Pancakes,Music,2325,False
1470,Jack Johnson,My Mind Is For Sale,Music,20177,False
1471,Jackson Lundy,Calypso,Music,541593,False
1472,Jaden,George Jeff,Music,358881,True
1473,Jaden,Icon? - Electric,Music,15434,False
1474,Jaden,SOHO,Music,1602,False
1475,Jaden,Watch Me,Music,647496,True
1476,Jalen Santoy,Foreplay,Music,22848,False
1477,James Blake,Are You In Love?,Music,908267,True
1478,James Blake,Assume Form,Music,888579,True
1479,James Blake,Barefoot In The Park,Music,2583945,True
1480,James Blake,Barefoot In The Park (feat. ROSALÍA),Music,317239,True
1481,James Blake,Can't Believe The Way We Flow,Music,2408885,True
1482,James Blake,Don't Miss It,Music,1655075,True
1483,James Blake,Give Me My Month,Music,113586,False
1484,James Blake,I Mind,Music,138116,False
1485,James Blake,I Never Learnt To Share,Music,95166,False
1486,James Blake,I'll Come Too,Music,2272280,True
1487,James Blake,Into The Red,Music,6145283,True
1488,James Blake,Limit To Your Love,Music,65073,False
1489,James Blake,Lindisfarne I,Music,162160,False
1490,James Blake,Lindisfarne II,Music,14021,False
1491,James Blake,Lullaby For My Insomniac,Music,649043,True
1492,James Blake,Measurements,Music,60348,False
1493,James Blake,Mile High,Music,6489949,True
1494,James Blake,Mile High (feat. Travis Scott & Metro Boomin),Music,11832781,True
1495,James Blake,Overgrown,Music,7999,False
1496,James Blake,Power On,Music,1611945,True
1497,James Blake,Retrograde,Music,888027,True
1498,James Blake,Tell Them,Music,5576329,True
1499,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),Music,2714067,True
1500,James Blake,The Wilhelm Scream,Music,163363,True
1501,James Blake,To Care (Like You),Music,227328,False
1502,James Blake,Unluck,Music,107513,False
1503,James Blake,Where's The Catch?,Music,4612832,True
1504,James Blake,Where's The Catch? (feat. André 3000),Music,5484084,True
1505,James Blake,Why Don't You Call Me,Music,102952,False
1506,James Supercave,Chairman Gou,Music,4950444,False
1507,James Tillman,And Then,Music,23991,False
1508,James Vincent McMorrow,West Coast,Music,63390,False
1509,Jamie Isaac,Find the Words - JI Edit,Music,11544,False
1510,Jase Harley,American Pharaoh,Music,4330,False
1511,Jason Mraz,Clockwatching,Music,38044,True
1512,Jason Mraz,Curbside Prophet,Music,327927,True
1513,Jason Mraz,Did You Get My Message?,Music,168020,True
1514,Jason Mraz,"Hello, You Beautiful Thing",Music,138976,True
1515,Jason Mraz,If It Kills Me,Music,275902,True
1516,Jason Mraz,Make It Mine,Music,95098,True
1517,Jason Mraz,No Stopping Us,Music,243200,True
1518,Jason Mraz,Only Human,Music,748422,True
1519,Jason Mraz,Please Don't Tell Her,Music,281895,True
1520,Jason Mraz,The Dynamo of Volition,Music,312571,True
1521,Jason Mraz,The Remedy (I Won't Worry),Music,284751,True
1522,Jason Mraz,Wordplay,Music,216169,True
1523,Jay Rock,ES Tales,Music,348153,False
1524,Jay Rock,Money Trees Deuce (feat. Lance Skiiiwalker),Music,12708,False
1525,Jay Rock,The Ways (feat. Sir),Music,502686,False
1526,Jay Rock,WIN,Music,1486,False
1527,Jay Rock,Wow Freestyle (feat. Kendrick Lamar),Music,2914,False
1528,Jazz Cartier,Dead Or Alive,Music,45743,False
1529,Jelani Aryeh,Daunt,Music,20680,False
1530,Jelani Aryeh,Delusions,Music,294871,False
1531,Jeremiah Jae,Hogan vs. Rogan,Music,33056,False
1532,Jeremih,Impatient,Music,14804,False
1533,Jeremy Renner,Main Attraction,Music,4911,False
1534,Jeremy Zucker,better off,Music,4748,False
1535,Jeremy Zucker,"oh, mexico",Music,531843,False
1536,Jeremy Zucker,you were good to me,Music,18304,False
1537,Jiin,Fucked Up (feat. Daniel Caesar),Music,144162,False
1538,Jinsang,Breezin ',Music,85591,False
1539,Jinsang,Evening.,Music,16579,False
1540,Jinsang,Kona Park,Music,193863,False
1541,Jinsang,Night Breeze,Music,10762,False
1542,Jinsang,Stratosphere,Music,126100,False
1543,Jinsang,Warm Tea.,Music,11949,False
1544,Joe Budden,Pump It Up,Music,8575,False
1545,Joe Fox,Aftershow,Music,17595,True
1546,Joe Fox,What's The Word,Music,787318,True
1547,Joey Bada$$,LEGENDARY (feat. J. Cole),Music,292287,False
1548,Joey Bada$$,ROCKABYE BABY (feat. ScHoolboy Q),Music,4013,False
1549,Joey Purp,Morning Sex,Music,2681,False
1550,John Legend,Each Day Gets Better,Music,30092,True
1551,John Legend,Green Light (feat. André 3000),Music,287708,False
1552,John Legend,Ordinary People,Music,1188043,True
1553,John Legend,Overload,Music,663166,True
1554,John Legend,Save Room,Music,587198,True
1555,John Legend,Show Me,Music,948771,True
1556,John Legend,Who Do We Think We Are,Music,8661,False
1557,John Mayer,All We Ever Do Is Say Goodbye,Music,1834,True
1558,John Mayer,Carry Me Away,Music,167367,False
1559,John Mayer,Emoji of a Wave,Music,2710915,True
1560,John Mayer,Helpless,Music,23075,True
1561,John Mayer,I Guess I Just Feel Like,Music,1915216,False
1562,John Mayer,I Will Be Found (Lost At Sea),Music,9100,True
1563,John Mayer,In the Blood,Music,7498,True
1564,John Mayer,Love Song for No One,Music,82474,True
1565,John Mayer,Moving On and Getting Over,Music,563412,True
1566,John Mayer,New Light,Music,823609,False
1567,John Mayer,Rosie,Music,6791,True
1568,John Newman,Love Me Again,Music,1124949,True
1569,John Newman,Olé,Music,150969,False
1570,John Newman,Try,Music,2986,False
1571,John Newman,Without You,Music,207965,False
1572,Joji,YEAH RIGHT,Music,657567,False
1573,Jon Bap,Up,Music,139307,False
1574,Jonti,Scrood (feat. Steve Lacy),Music,1270363,False
1575,Jordan Raf,Duvet,Music,84659,False
1576,Jordan Rakei,Add the Bassline,Music,3617,False
1577,Jordan Rakei,Alright,Music,290166,True
1578,Jordan Rakei,Blame It on the Youth,Music,23336,False
1579,Jordan Rakei,Selfish,Music,1877,True
1580,Jordan Ward,Candid,Music,1728,False
1581,Jordin Sparks,No Air (feat. Chris Brown),Music,4501,False
1582,Jordin Sparks,One Step at a Time - Nevins Radio Mix,Music,7573,False
1583,Jordin Sparks,Tattoo,Music,104682,False
1584,Josiah Bell,Change in the Weather,Music,116571,False
1585,Joywave,Blank Slate,Music,17685,False
1586,Joywave,It's A Trip!,Music,677870,True
1587,Joywave,Now,Music,271198,True
1588,Joywave,Somebody New,Music,591887,True
1589,Joywave,Thanks. Thanks for Coming,Music,390,True
1590,Joywave,Tongues,Music,2095154,True
1591,Joywave,Traveling at the Speed of Light,Music,6351401,True
1592,Joywave,When You're Bored,Music,638161,True
1593,Juice WRLD,Bandit (with YoungBoy Never Broke Again),Music,189322,False
1594,Jungle,Casio,Music,12970,False
1595,Jungle,Cherry,Music,2657293,False
1596,Justice Der,Bleach,Music,1797556,False
1597,Justice Der,Blessed,Music,101883,False
1598,Justice Der,Don't Kill My Vibe,Music,176811,False
1599,Justice Der,Get You,Music,186193,False
1600,Justice Der,Ghost Town,Music,1660,False
1601,Justice Der,Passionfruit,Music,329865,False
1602,Justice Der,Plastic,Music,1311,False
1603,Justice Der,Self Control,Music,541296,False
1604,Justice Der,Waste,Music,361000,False
1605,Justice Der,White Ferrari,Music,528859,False
1606,Justin Timberlake,Breeze Off the Pond,Music,22151,False
1607,Justin Timberlake,Cry Me a River,Music,47488,False
1608,Justin Timberlake,Filthy,Music,248063,False
1609,Justin Timberlake,Flannel,Music,3264,False
