artistName,trackName,msPlayed,inLibrary
3 Doors Down,Here Without You,19071,0.0
3 Doors Down,Here Without You,63722,0.0
3 Doors Down,Here Without You,78355,0.0
3 Doors Down,Here Without You,106261,0.0
3 Doors Down,Here Without You,242208,0.0
3 Doors Down,Here Without You,446090,0.0
3 Doors Down,Here Without You - Acoustic,28266,0.0
3 Doors Down,It's Not My Time,0,0.0
3 Doors Down,Kryptonite,233397,0.0
3 Doors Down,When I'm Gone,1002,0.0
30 For 30 Podcasts,A QUEEN OF SORTS,16482,0.0
30 For 30 Podcasts,A QUEEN OF SORTS,29980,0.0
30 For 30 Podcasts,A QUEEN OF SORTS,2596904,0.0
30 For 30 Podcasts,HOODIES UP,1874220,0.0
30 For 30 Podcasts,THE STERLING AFFAIRS Part 1: That Tape,2129070,0.0
30 For 30 Podcasts,THE STERLING AFFAIRS Part 2: The Opposite of Showtime,2863980,0.0
30 For 30 Podcasts,THE STERLING AFFAIRS Part 3: Property,3080012,0.0
30 For 30 Podcasts,THE STERLING AFFAIRS Part 4: Fallout,2458400,0.0
30 For 30 Podcasts,THE STERLING AFFAIRS Part 5: Not Fit,200390,0.0
30 For 30 Podcasts,THE STERLING AFFAIRS Part 5: Not Fit,379882,0.0
30 For 30 Podcasts,THE STERLING AFFAIRS Part 5: Not Fit,897770,0.0
30 For 30 Podcasts,THE STERLING AFFAIRS Part 5: Not Fit,1402112,0.0
30 For 30 Podcasts,Trailer: Season Six,6140,0.0
30 For 30 Podcasts,Trailer: Season Six,163310,0.0
3OH!3,DONTTRUSTME,0,0.0
3OH!3,DONTTRUSTME,6180,0.0
3OH!3,DONTTRUSTME,192573,0.0
6LACK,Ex Calling,2378,0.0
6LACK,Loaded Gun,812,0.0
6LACK,Loaded Gun,24775,0.0
6LACK,Loaded Gun,168182,0.0
6LACK,Loaded Gun,198441,0.0
6LACK,Seasons (feat. Khalid),544252,0.0
6LACK,Sorry,4737,0.0
88GLAM,Cake,7734,0.0
99 Neighbors,Champion,7776,0.0
99 Neighbors,Champion,8185,0.0
9th Wonder,CouldMeetYou!!!,4746,0.0
9th Wonder,CouldMeetYou!!!,10797,0.0
A Beacon School,Algernon,35210,0.0
A Blaze of Feather,Carousel,1066,0.0
A Blaze of Feather,Carousel,1149,0.0
A Blaze of Feather,Carousel,1322,0.0
A Blaze of Feather,Carousel,1557,0.0
A Blaze of Feather,Carousel,2815,0.0
A Blaze of Feather,Carousel,3332,0.0
A Blaze of Feather,Carousel,3391,0.0
A Blaze of Feather,Carousel,8004,0.0
A Blaze of Feather,Carousel,17087,0.0
A Blaze of Feather,Carousel,30778,0.0
A Blaze of Feather,Carousel,159056,0.0
A Blaze of Feather,Carousel,231160,0.0
A Tribe Called Quest,Can I Kick It?,874,1.0
A Tribe Called Quest,Can I Kick It?,251573,1.0
A Tribe Called Quest,Electric Relaxation,2357,1.0
A Tribe Called Quest,Electric Relaxation,150676,1.0
A Tribe Called Quest,Electric Relaxation,243800,1.0
A Tribe Called Quest,Keeping It Moving,2666,1.0
A Tribe Called Quest,Melatonin,192544,1.0
A Tribe Called Quest,Solid Wall of Sound,418823,0.0
A Tribe Called Quest,Steve Biko (Stir It Up),1130,1.0
A Tribe Called Quest,Steve Biko (Stir It Up),1190,1.0
A Tribe Called Quest,Steve Biko (Stir It Up),1509,1.0
A$AP Ferg,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",371,0.0
A$AP Ferg,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",725,0.0
A$AP Ferg,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",1520,0.0
A$AP Ferg,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",2218,0.0
A$AP Ferg,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",4109,0.0
A$AP Ferg,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",6687,0.0
A$AP Ferg,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",34551,0.0
A$AP Ferg,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",173754,0.0
A$AP Ferg,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",247423,0.0
A$AP Ferg,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",257416,0.0
A$AP Ferg,Let It Bang,469,0.0
A$AP Ferg,Let It Bang,151301,0.0
A$AP Ferg,Let It Bang (feat. ScHoolboy Q),1088,0.0
A$AP Ferg,Let It Bang (feat. ScHoolboy Q),1237,0.0
A$AP Ferg,Let It Bang (feat. ScHoolboy Q),36014,0.0
A$AP Ferg,Let It Bang (feat. ScHoolboy Q),46904,0.0
A$AP Ferg,Let It Bang (feat. ScHoolboy Q),151306,0.0
A$AP Ferg,Murda Something (feat. Waka Flocka Flame),17949,0.0
A$AP Ferg,Murda Something (feat. Waka Flocka Flame),95085,0.0
A$AP Ferg,Murda Something (feat. Waka Flocka Flame),170968,0.0
A$AP Ferg,Murda Something (feat. Waka Flocka Flame),189242,0.0
A$AP Ferg,Plain Jane,417,0.0
A$AP Ferg,Plain Jane,1114,0.0
A$AP Ferg,Plain Jane,1811,0.0
A$AP Ferg,Plain Jane,2069,0.0
A$AP Ferg,Plain Jane,15069,0.0
A$AP Ferg,Plain Jane,83483,0.0
A$AP Ferg,Plain Jane,101192,0.0
A$AP Ferg,Plain Jane,147285,0.0
A$AP Ferg,Plain Jane,164118,0.0
A$AP Ferg,Plain Jane,173600,0.0
A$AP Ferg,Pups (feat. A$AP Rocky),325,0.0
A$AP Ferg,Pups (feat. A$AP Rocky),1493,0.0
A$AP Ferg,Pups (feat. A$AP Rocky),2821,0.0
A$AP Ferg,Pups (feat. A$AP Rocky),5201,0.0
A$AP Ferg,Pups (feat. A$AP Rocky),11178,0.0
A$AP Ferg,Pups (feat. A$AP Rocky),19156,0.0
A$AP Ferg,Pups (feat. A$AP Rocky),100867,0.0
A$AP Ferg,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),682,0.0
A$AP Ferg,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),1002,0.0
A$AP Ferg,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),1194,0.0
A$AP Ferg,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),1253,0.0
A$AP Ferg,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),1365,0.0
A$AP Ferg,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),2229,0.0
A$AP Ferg,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),8359,0.0
A$AP Ferg,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),21733,0.0
A$AP Ferg,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),36053,0.0
A$AP Ferg,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),50410,0.0
A$AP Ferg,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),132353,0.0
A$AP Mob,Crazy Brazy,1087,0.0
A$AP Mob,Crazy Brazy,2554,0.0
A$AP Mob,Crazy Brazy,2623,0.0
A$AP Mob,Crazy Brazy,188853,0.0
A$AP Mob,Put That On My Set,2293,0.0
A$AP Mob,RAF,981,0.0
A$AP Mob,RAF,1343,0.0
A$AP Mob,RAF,1486,0.0
A$AP Mob,RAF,1764,0.0
A$AP Mob,RAF,2321,0.0
A$AP Mob,RAF,2577,0.0
A$AP Mob,RAF,3459,0.0
A$AP Mob,RAF,3808,0.0
A$AP Mob,Telephone Calls,1151,0.0
A$AP Mob,Telephone Calls,3319,0.0
A$AP Mob,Telephone Calls,31416,0.0
A$AP Mob,Telephone Calls,230920,0.0
A$AP Mob,Yamborghini High,1216,0.0
A$AP Mob,Yamborghini High,3088,0.0
A$AP Mob,Yamborghini High,302004,0.0
A$AP Rocky,1Train,94946,1.0
A$AP Rocky,1Train,142236,1.0
A$AP Rocky,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",960,0.0
A$AP Rocky,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",3947,0.0
A$AP Rocky,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",47717,0.0
A$AP Rocky,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",115379,0.0
A$AP Rocky,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",251423,0.0
A$AP Rocky,A$AP Forever REMIX,0,1.0
A$AP Rocky,A$AP Forever REMIX,170,1.0
A$AP Rocky,A$AP Forever REMIX,557,1.0
A$AP Rocky,A$AP Forever REMIX,696,1.0
A$AP Rocky,A$AP Forever REMIX,1021,1.0
A$AP Rocky,A$AP Forever REMIX,1045,1.0
A$AP Rocky,A$AP Forever REMIX,1439,1.0
A$AP Rocky,A$AP Forever REMIX,2856,1.0
A$AP Rocky,A$AP Forever REMIX,3029,1.0
A$AP Rocky,A$AP Forever REMIX,3209,1.0
A$AP Rocky,A$AP Forever REMIX,3306,1.0
A$AP Rocky,A$AP Forever REMIX,3328,1.0
A$AP Rocky,A$AP Forever REMIX,4966,1.0
A$AP Rocky,A$AP Forever REMIX,261888,1.0
A$AP Rocky,Angels,417,1.0
A$AP Rocky,Angels,1207,1.0
A$AP Rocky,Angels,2590,1.0
A$AP Rocky,Angels,227080,2.0
A$AP Rocky,Babushka Boi,511,0.0
A$AP Rocky,Babushka Boi,682,0.0
A$AP Rocky,Babushka Boi,728,0.0
A$AP Rocky,Babushka Boi,1173,0.0
A$AP Rocky,Babushka Boi,1247,0.0
A$AP Rocky,Babushka Boi,1532,0.0
A$AP Rocky,Babushka Boi,1550,0.0
A$AP Rocky,Babushka Boi,1621,0.0
A$AP Rocky,Babushka Boi,2261,0.0
A$AP Rocky,Babushka Boi,3328,0.0
A$AP Rocky,Babushka Boi,5973,0.0
A$AP Rocky,Babushka Boi,7061,0.0
A$AP Rocky,Babushka Boi,7338,0.0
A$AP Rocky,Babushka Boi,8126,0.0
A$AP Rocky,Babushka Boi,10965,0.0
A$AP Rocky,Babushka Boi,11528,0.0
A$AP Rocky,Babushka Boi,11711,0.0
A$AP Rocky,Babushka Boi,13955,0.0
A$AP Rocky,Babushka Boi,16704,0.0
A$AP Rocky,Babushka Boi,22040,0.0
A$AP Rocky,Babushka Boi,30060,0.0
A$AP Rocky,Babushka Boi,53754,0.0
A$AP Rocky,Babushka Boi,66090,0.0
A$AP Rocky,Babushka Boi,68053,0.0
A$AP Rocky,Babushka Boi,70727,0.0
A$AP Rocky,Babushka Boi,71656,0.0
A$AP Rocky,Babushka Boi,89536,0.0
A$AP Rocky,Babushka Boi,91797,0.0
A$AP Rocky,Babushka Boi,92821,0.0
A$AP Rocky,Babushka Boi,95573,0.0
A$AP Rocky,Babushka Boi,100689,0.0
A$AP Rocky,Babushka Boi,110062,0.0
A$AP Rocky,Babushka Boi,123146,0.0
A$AP Rocky,Babushka Boi,124266,0.0
A$AP Rocky,Babushka Boi,124821,0.0
A$AP Rocky,Babushka Boi,131861,0.0
A$AP Rocky,Babushka Boi,135274,0.0
A$AP Rocky,Babushka Boi,154154,0.0
A$AP Rocky,Babushka Boi,182439,0.0
A$AP Rocky,Babushka Boi,183146,0.0
A$AP Rocky,Babushka Boi,183669,0.0
A$AP Rocky,Babushka Boi,184330,0.0
A$AP Rocky,Babushka Boi,187105,0.0
A$AP Rocky,Babushka Boi,189040,0.0
A$AP Rocky,Babushka Boi,200170,0.0
A$AP Rocky,Babushka Boi,206369,0.0
A$AP Rocky,Babushka Boi,207400,0.0
A$AP Rocky,Babushka Boi,310612,0.0
A$AP Rocky,Babushka Boi,409325,0.0
A$AP Rocky,Back Home,426,1.0
A$AP Rocky,Back Home,1650,1.0
A$AP Rocky,Back Home,6222,1.0
A$AP Rocky,Back Home,15580,1.0
A$AP Rocky,Back Home,22676,1.0
A$AP Rocky,Bad Company (feat. BlocBoy JB),0,0.0
A$AP Rocky,Bad Company (feat. BlocBoy JB),1509,0.0
A$AP Rocky,Bad Company (feat. BlocBoy JB),2252,0.0
A$AP Rocky,Bad Company (feat. BlocBoy JB),2965,0.0
A$AP Rocky,Bad Company (feat. BlocBoy JB),9634,0.0
A$AP Rocky,Bad Company (feat. BlocBoy JB),25099,0.0
A$AP Rocky,Bad Company (feat. BlocBoy JB),26222,0.0
A$AP Rocky,Bad Company (feat. BlocBoy JB),174165,0.0
A$AP Rocky,Bad Company (feat. BlocBoy JB),183809,0.0
A$AP Rocky,Bad Company (feat. BlocBoy JB),308686,0.0
A$AP Rocky,Better Things,1130,1.0
A$AP Rocky,Better Things,2431,1.0
A$AP Rocky,Better Things,3041,1.0
A$AP Rocky,Better Things,6101,1.0
A$AP Rocky,Better Things,8173,1.0
A$AP Rocky,Better Things,10336,1.0
A$AP Rocky,Better Things,16068,1.0
A$AP Rocky,Better Things,345258,1.0
A$AP Rocky,"Black Tux, White Collar",170,1.0
A$AP Rocky,"Black Tux, White Collar",682,1.0
A$AP Rocky,"Black Tux, White Collar",835,1.0
A$AP Rocky,"Black Tux, White Collar",1207,1.0
A$AP Rocky,"Black Tux, White Collar",1250,1.0
A$AP Rocky,"Black Tux, White Collar",1300,1.0
A$AP Rocky,"Black Tux, White Collar",1642,1.0
A$AP Rocky,"Black Tux, White Collar",3178,1.0
A$AP Rocky,"Black Tux, White Collar",3498,1.0
A$AP Rocky,"Black Tux, White Collar",13353,1.0
A$AP Rocky,"Black Tux, White Collar",14741,1.0
A$AP Rocky,"Black Tux, White Collar",30502,1.0
A$AP Rocky,"Black Tux, White Collar",162986,1.0
A$AP Rocky,Brotha Man,447,1.0
A$AP Rocky,Brotha Man,618,1.0
A$AP Rocky,Brotha Man,743,1.0
A$AP Rocky,Brotha Man,1066,1.0
A$AP Rocky,Brotha Man,1114,1.0
A$AP Rocky,Brotha Man,1258,1.0
A$AP Rocky,Brotha Man,1600,1.0
A$AP Rocky,Brotha Man,1664,1.0
A$AP Rocky,Brotha Man,1741,1.0
A$AP Rocky,Brotha Man,61617,1.0
A$AP Rocky,Brotha Man,66725,1.0
A$AP Rocky,Brotha Man,84706,1.0
A$AP Rocky,Brotha Man,120116,1.0
A$AP Rocky,Brotha Man,171177,1.0
A$AP Rocky,Brotha Man,216080,4.0
A$AP Rocky,Brotha Man,294354,1.0
A$AP Rocky,Buck Shots,128,1.0
A$AP Rocky,Buck Shots,1021,1.0
A$AP Rocky,Buck Shots,1087,1.0
A$AP Rocky,Buck Shots,1130,1.0
A$AP Rocky,Buck Shots,1173,1.0
A$AP Rocky,Buck Shots,1386,1.0
A$AP Rocky,Buck Shots,1486,1.0
A$AP Rocky,Buck Shots,1578,1.0
A$AP Rocky,Buck Shots,2229,1.0
A$AP Rocky,Buck Shots,5561,1.0
A$AP Rocky,Buck Shots,5880,1.0
A$AP Rocky,Buck Shots,9151,1.0
A$AP Rocky,Buck Shots,9287,1.0
A$AP Rocky,Buck Shots,9832,1.0
A$AP Rocky,Buck Shots,119401,1.0
A$AP Rocky,CALLDROPS,0,1.0
A$AP Rocky,CALLDROPS,106,1.0
A$AP Rocky,CALLDROPS,952,1.0
A$AP Rocky,CALLDROPS,1045,1.0
A$AP Rocky,CALLDROPS,1068,1.0
A$AP Rocky,CALLDROPS,1301,1.0
A$AP Rocky,CALLDROPS,1450,1.0
A$AP Rocky,CALLDROPS,1535,1.0
A$AP Rocky,CALLDROPS,1941,1.0
A$AP Rocky,CALLDROPS,1983,1.0
A$AP Rocky,CALLDROPS,2261,1.0
A$AP Rocky,CALLDROPS,5642,1.0
A$AP Rocky,CALLDROPS,10681,1.0
A$AP Rocky,CALLDROPS,68565,1.0
A$AP Rocky,CALLDROPS,109110,1.0
A$AP Rocky,CALLDROPS,162373,1.0
A$AP Rocky,Canal St.,981,1.0
A$AP Rocky,Canal St.,1280,1.0
A$AP Rocky,Canal St.,10070,1.0
A$AP Rocky,Canal St.,189418,1.0
A$AP Rocky,Canal St.,200690,1.0
A$AP Rocky,Canal St.,227426,4.0
A$AP Rocky,Canal St.,393762,1.0
A$AP Rocky,Changes,554,1.0
A$AP Rocky,Changes,719,1.0
A$AP Rocky,Changes,831,1.0
A$AP Rocky,Changes,938,1.0
A$AP Rocky,Changes,1021,1.0
A$AP Rocky,Changes,1439,1.0
A$AP Rocky,Changes,2368,1.0
A$AP Rocky,Changes,2623,1.0
A$AP Rocky,Changes,3349,1.0
A$AP Rocky,Changes,4574,1.0
A$AP Rocky,Changes,12741,1.0
A$AP Rocky,Changes,13162,1.0
A$AP Rocky,Changes,16648,1.0
A$AP Rocky,Changes,18222,1.0
A$AP Rocky,Changes,83750,1.0
A$AP Rocky,Changes,196745,1.0
A$AP Rocky,Changes,229529,1.0
A$AP Rocky,Changes,362175,1.0
A$AP Rocky,Distorted Records,106,1.0
A$AP Rocky,Distorted Records,905,1.0
A$AP Rocky,Distorted Records,1088,1.0
A$AP Rocky,Distorted Records,1160,1.0
A$AP Rocky,Distorted Records,1173,1.0
A$AP Rocky,Distorted Records,1237,1.0
A$AP Rocky,Distorted Records,3946,1.0
A$AP Rocky,Distorted Records,6471,1.0
A$AP Rocky,Distorted Records,14070,1.0
A$AP Rocky,Distorted Records,17229,1.0
A$AP Rocky,Distorted Records,26238,1.0
A$AP Rocky,Distorted Records,131889,1.0
A$AP Rocky,Distorted Records,140133,2.0
A$AP Rocky,Dreams (Interlude),0,1.0
A$AP Rocky,Dreams (Interlude),3385,1.0
A$AP Rocky,Dreams (Interlude),7728,1.0
A$AP Rocky,Electric Body,757,1.0
A$AP Rocky,Electric Body,850,1.0
A$AP Rocky,Electric Body,874,1.0
A$AP Rocky,Electric Body,1194,1.0
A$AP Rocky,Electric Body,1301,1.0
A$AP Rocky,Electric Body,1343,1.0
A$AP Rocky,Electric Body,110848,1.0
A$AP Rocky,Electric Body,135349,1.0
A$AP Rocky,Electric Body,168233,1.0
A$AP Rocky,Everyday,970,1.0
A$AP Rocky,Everyday,1109,1.0
A$AP Rocky,Everyday,1322,1.0
A$AP Rocky,Everyday,3297,1.0
