artistName,trackName,msPlayed,inLibrary
Glass Animals,Mama's Gun,33956,1.0
Glass Animals,Mama's Gun,210356,1.0
Glass Animals,Mama's Gun,222421,1.0
Glass Animals,Mama's Gun,266747,1.0
Glass Animals,Pools,0,1.0
Glass Animals,Pools,725,1.0
Glass Animals,Pools,896,1.0
Glass Animals,Pools,1023,1.0
Glass Animals,Pools,1088,1.0
Glass Animals,Pools,1109,1.0
Glass Animals,Pools,1369,1.0
Glass Animals,Pools,2280,1.0
Glass Animals,Pools,3134,1.0
Glass Animals,Pools,3343,1.0
Glass Animals,Pools,3529,1.0
Glass Animals,Pools,4480,1.0
Glass Animals,Pools,4714,1.0
Glass Animals,Pools,41703,1.0
Glass Animals,Pools,171293,1.0
Glass Animals,Pools,183069,1.0
Glass Animals,Pools,191117,1.0
Glass Animals,Pools,259925,1.0
Glass Animals,Pools,264064,1.0
Glass Animals,Pools,274041,1.0
Glass Animals,Pools,288733,7.0
Glass Animals,Pools,289906,1.0
Glass Animals,Poplar St,1068,1.0
Glass Animals,Poplar St,1088,1.0
Glass Animals,Poplar St,1300,1.0
Glass Animals,Poplar St,1880,1.0
Glass Animals,Poplar St,2070,1.0
Glass Animals,Poplar St,2090,1.0
Glass Animals,Poplar St,3343,1.0
Glass Animals,Poplar St,10386,1.0
Glass Animals,Poplar St,11162,1.0
Glass Animals,Poplar St,15957,1.0
Glass Animals,Poplar St,18716,1.0
Glass Animals,Poplar St,70675,1.0
Glass Animals,Poplar St,105514,1.0
Glass Animals,Poplar St,107276,1.0
Glass Animals,Poplar St,197880,1.0
Glass Animals,Poplar St,201010,1.0
Glass Animals,Poplar St,262539,10.0
Glass Animals,Pork Soda,0,1.0
Glass Animals,Pork Soda,130,1.0
Glass Animals,Pork Soda,533,1.0
Glass Animals,Pork Soda,682,1.0
Glass Animals,Pork Soda,789,1.0
Glass Animals,Pork Soda,853,1.0
Glass Animals,Pork Soda,882,1.0
Glass Animals,Pork Soda,895,1.0
Glass Animals,Pork Soda,928,1.0
Glass Animals,Pork Soda,980,1.0
Glass Animals,Pork Soda,981,1.0
Glass Animals,Pork Soda,1066,1.0
Glass Animals,Pork Soda,1173,1.0
Glass Animals,Pork Soda,1216,1.0
Glass Animals,Pork Soda,1237,1.0
Glass Animals,Pork Soda,1240,1.0
Glass Animals,Pork Soda,1258,1.0
Glass Animals,Pork Soda,1280,1.0
Glass Animals,Pork Soda,1322,1.0
Glass Animals,Pork Soda,1365,1.0
Glass Animals,Pork Soda,1460,1.0
Glass Animals,Pork Soda,1621,1.0
Glass Animals,Pork Soda,1680,1.0
Glass Animals,Pork Soda,1706,1.0
Glass Animals,Pork Soda,1834,1.0
Glass Animals,Pork Soda,2136,1.0
Glass Animals,Pork Soda,2218,1.0
Glass Animals,Pork Soda,2252,1.0
Glass Animals,Pork Soda,2303,1.0
Glass Animals,Pork Soda,2500,1.0
Glass Animals,Pork Soda,2538,1.0
Glass Animals,Pork Soda,2800,1.0
Glass Animals,Pork Soda,3730,1.0
Glass Animals,Pork Soda,3738,1.0
Glass Animals,Pork Soda,3808,1.0
Glass Animals,Pork Soda,5205,1.0
Glass Animals,Pork Soda,6757,1.0
Glass Animals,Pork Soda,6826,1.0
Glass Animals,Pork Soda,7093,1.0
Glass Animals,Pork Soda,7480,1.0
Glass Animals,Pork Soda,8510,1.0
Glass Animals,Pork Soda,10530,1.0
Glass Animals,Pork Soda,13680,1.0
Glass Animals,Pork Soda,14356,1.0
Glass Animals,Pork Soda,31400,1.0
Glass Animals,Pork Soda,37538,1.0
Glass Animals,Pork Soda,42329,1.0
Glass Animals,Pork Soda,56401,1.0
Glass Animals,Pork Soda,69538,1.0
Glass Animals,Pork Soda,71865,1.0
Glass Animals,Pork Soda,77640,1.0
Glass Animals,Pork Soda,96850,1.0
Glass Animals,Pork Soda,126270,1.0
Glass Animals,Pork Soda,140950,1.0
Glass Animals,Pork Soda,170093,1.0
Glass Animals,Pork Soda,182572,1.0
Glass Animals,Pork Soda,187477,1.0
Glass Animals,Pork Soda,204546,1.0
Glass Animals,Pork Soda,210410,1.0
Glass Animals,Pork Soda,215978,1.0
Glass Animals,Pork Soda,229141,1.0
Glass Animals,Pork Soda,236671,1.0
Glass Animals,Pork Soda,253831,17.0
Glass Animals,Pork Soda,256476,1.0
Glass Animals,Pork Soda,289812,1.0
Glass Animals,Pork Soda,342149,1.0
Glass Animals,Pork Soda,359916,1.0
Glass Animals,Pork Soda,465547,1.0
Glass Animals,Season 2 Episode 3,1173,1.0
Glass Animals,Season 2 Episode 3,1486,1.0
Glass Animals,Season 2 Episode 3,1671,1.0
Glass Animals,Season 2 Episode 3,2000,1.0
Glass Animals,Season 2 Episode 3,10135,1.0
Glass Animals,Season 2 Episode 3,11029,1.0
Glass Animals,Season 2 Episode 3,16973,1.0
Glass Animals,Season 2 Episode 3,20870,1.0
Glass Animals,Season 2 Episode 3,25495,1.0
Glass Animals,Season 2 Episode 3,210048,1.0
Glass Animals,Season 2 Episode 3,243509,2.0
Glass Animals,Take A Slice,4682,1.0
Glass Animals,The Other Side Of Paradise,1870,1.0
Glass Animals,The Other Side Of Paradise,3761,1.0
Glass Animals,Toes,700,1.0
Glass Animals,Toes,1983,1.0
Glass Animals,Toes,36014,1.0
Glass Animals,Toes,62660,1.0
Glass Animals,Toes,92246,1.0
Glass Animals,Toes,93509,1.0
Glass Animals,Toes,175957,1.0
Glass Animals,Toes,254640,5.0
Glass Animals,Tokyo Drifting (with Denzel Curry),512,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),603,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),1120,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),1322,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),1493,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),1877,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),2220,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),2542,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),5608,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),9984,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),13552,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),16309,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),18440,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),19713,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),19978,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),21456,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),21833,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),22368,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),22752,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),41918,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),49277,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),58485,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),61293,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),66525,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),68037,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),72481,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),73806,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),81518,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),85472,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),86493,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),95508,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),95573,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),102670,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),103971,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),122443,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),125330,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),131228,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),133027,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),134186,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),134234,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),138698,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),145023,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),154737,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),166680,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),173476,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),176314,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),182090,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),184266,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),186197,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),198960,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),199503,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),200968,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),204730,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),217693,36.0
Glass Animals,Tokyo Drifting (with Denzel Curry),230603,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),251620,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),260351,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),288686,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),336293,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),385341,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),388685,1.0
Glass Animals,Tokyo Drifting (with Denzel Curry),749038,1.0
Glass Animals,Walla Walla,4167,1.0
Glass Animals,Walla Walla,4840,1.0
Glass Animals,Walla Walla,142577,1.0
Glass Animals,Walla Walla,217173,1.0
Glass Animals,Wyrd,1834,1.0
Glass Animals,Wyrd,3264,1.0
Glass Animals,Wyrd,123625,1.0
Glass Animals,Wyrd,203925,1.0
Glass Animals,Wyrd,245546,2.0
Glass Animals,Youth,766,1.0
Glass Animals,Youth,896,1.0
Glass Animals,Youth,1066,1.0
Glass Animals,Youth,1068,1.0
Glass Animals,Youth,1237,1.0
Glass Animals,Youth,1380,1.0
Glass Animals,Youth,1429,1.0
Glass Animals,Youth,1706,1.0
Glass Animals,Youth,6186,1.0
Glass Animals,Youth,9898,1.0
Glass Animals,Youth,16368,1.0
Glass Animals,Youth,197290,1.0
Glass Animals,Youth,230693,6.0
Gnarls Barkley,Crazy,597,0.0
Gnarls Barkley,Crazy,1045,0.0
Gnarls Barkley,Crazy,1237,0.0
Gnarls Barkley,Crazy,1365,0.0
Gnarls Barkley,Crazy,1450,0.0
Gnarls Barkley,Crazy,1877,0.0
Gnarls Barkley,Crazy,8853,0.0
Gnarls Barkley,Crazy,28154,0.0
Gnarls Barkley,Crazy,45333,0.0
Gnarls Barkley,Crazy,99391,0.0
Going Deep with Chad and JT,"Ep. 57 - Big Time Raging, Primal Nature, Valentine's Day",22154,0.0
Going Deep with Chad and JT,Going Deep with Chad and JT,18655,0.0
GoldLink,Rough Soul,17087,0.0
GoldLink,Some Girl (feat. Steve Lacy),26581,0.0
GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",986,0.0
GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",1288,0.0
GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",3648,0.0
GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",41300,0.0
GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",81600,0.0
GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",83180,0.0
GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",201240,0.0
GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",364418,0.0
Good Morning,Oppsie,92,0.0
Good Morning,Oppsie,405,0.0
Good Morning,Oppsie,1045,0.0
Good Morning,Oppsie,8359,0.0
Good Morning,Oppsie,13256,0.0
Good Morning,Oppsie,40142,0.0
Good Morning,Oppsie,40633,0.0
Good Morning,Oppsie,69390,0.0
Good Morning,Oppsie,89506,0.0
Good Morning,Oppsie,92996,0.0
Good Morning,Oppsie,142090,0.0
Good Posture,Italy,2507,0.0
Good Posture,Italy,3242,0.0
Good Posture,Italy,4156,0.0
Good Posture,Italy,5450,0.0
Good Posture,Italy,8970,0.0
Good Posture,Italy,9386,0.0
Good Posture,Italy,106818,0.0
Gorillaz,Let Me Out (feat. Mavis Staples & Pusha T),6634,0.0
Gourmet,Forever Backwards,1497,0.0
Great Legs,It's Modelo Time,42,0.0
Great Legs,It's Modelo Time,10240,0.0
Green Day,Brain Stew,139649,0.0
Gregory Alan Isakov,Berth,1184,0.0
Gregory Alan Isakov,Berth,2983,0.0
Gregory Alan Isakov,Berth,4288,0.0
Gregory Alan Isakov,Berth,5061,0.0
Gregory Alan Isakov,Berth,6421,0.0
Gregory Alan Isakov,Berth,61196,0.0
Greyhounds,Devil's Eyes,11668,0.0
Grizzly Bear,Losing All Sense,170,0.0
Grizzly Bear,Losing All Sense,448,0.0
Grizzly Bear,Losing All Sense,469,0.0
Grizzly Bear,Losing All Sense,618,0.0
Grizzly Bear,Losing All Sense,917,0.0
Grizzly Bear,Losing All Sense,998,0.0
Grizzly Bear,Losing All Sense,1000,0.0
Grizzly Bear,Losing All Sense,1024,0.0
Grizzly Bear,Losing All Sense,1068,0.0
Grizzly Bear,Losing All Sense,1090,0.0
Grizzly Bear,Losing All Sense,1200,0.0
Grizzly Bear,Losing All Sense,1253,0.0
Grizzly Bear,Losing All Sense,2089,0.0
Grizzly Bear,Losing All Sense,2710,0.0
Grizzly Bear,Losing All Sense,2879,0.0
Grizzly Bear,Losing All Sense,3930,0.0
Grizzly Bear,Losing All Sense,4645,0.0
Grizzly Bear,Losing All Sense,10965,0.0
Grizzly Bear,Losing All Sense,11906,0.0
Grizzly Bear,Losing All Sense,45000,0.0
Grizzly Bear,Losing All Sense,115434,0.0
Grizzly Bear,Mourning Sound,736,1.0
Grizzly Bear,Mourning Sound,2282,1.0
Grizzly Bear,Mourning Sound,2972,1.0
Grizzly Bear,Mourning Sound,4862,1.0
Grizzly Bear,Mourning Sound,15018,1.0
Grizzly Bear,"Ready, Able",14527,0.0
Grizzly Bear,Two Weeks,575,0.0
Grizzly Bear,Two Weeks,835,0.0
Grizzly Bear,Two Weeks,981,0.0
Grizzly Bear,Two Weeks,1023,0.0
Grizzly Bear,Two Weeks,1486,0.0
Grizzly Bear,Two Weeks,2176,0.0
Grizzly Bear,Two Weeks,2495,0.0
Grizzly Bear,Two Weeks,4040,0.0
Grizzly Bear,Two Weeks,7871,0.0
Grizzly Bear,Two Weeks,243160,0.0
Grizzly Bear,Wasted Acres,1045,1.0
Grizzly Bear,Wasted Acres,1130,1.0
Grizzly Bear,Wasted Acres,1152,1.0
Grizzly Bear,Wasted Acres,6548,1.0
Grizzly Bear,Wasted Acres,14176,1.0
Grizzly Bear,Wasted Acres,47863,1.0
Gryffin,Whole Heart,1184,0.0
Guantanamo Bay Surf Club,Escargot Blues,831,0.0
Guantanamo Bay Surf Club,Escargot Blues,2005,0.0
Guantanamo Bay Surf Club,Escargot Blues,2901,0.0
Guantanamo Bay Surf Club,Escargot Blues,2948,0.0
Guantanamo Bay Surf Club,Escargot Blues,3517,0.0
Guantanamo Bay Surf Club,Escargot Blues,5050,0.0
Guantanamo Bay Surf Club,Escargot Blues,16065,0.0
Guantanamo Bay Surf Club,Escargot Blues,98266,0.0
Guantanamo Bay Surf Club,Escargot Blues,104095,0.0
Gucci Mane,15th and the 1st (feat. YG Hootie),233373,0.0
Gucci Mane,Both (feat. Drake),554,0.0
Gucci Mane,Both (feat. Drake),831,0.0
Gucci Mane,Both (feat. Drake),1429,0.0
Gucci Mane,Both (feat. Drake),1857,0.0
Gucci Mane,Both (feat. Drake),2554,0.0
Gucci Mane,Both (feat. Drake),2716,0.0
Gucci Mane,Both (feat. Drake),3285,0.0
Gucci Mane,Both (feat. Drake),31137,0.0
Gucci Mane,Both (feat. Drake),55495,0.0
Gucci Mane,Both (feat. Drake),190311,0.0
Gucci Mane,Last Time (feat. Travis Scott),1114,0.0
Gucci Mane,Last Time (feat. Travis Scott),3088,0.0
Gucci Mane,Lemonade,0,0.0
Gucci Mane,Lemonade,618,0.0
Gucci Mane,Lemonade,145504,0.0
Gucci Mane,Lemonade,149100,0.0
Gucci Mane,Wake Up in the Sky,603,0.0
Gucci Mane,Wake Up in the Sky,5642,0.0
Guns N' Roses,14 Years,81088,0.0
Gus Dapperton,I'm Just Snacking,917,0.0
Gus Dapperton,I'm Just Snacking,198116,0.0
Gus Dapperton,World Class Cinema,950,0.0
Gus Dapperton,World Class Cinema,1045,0.0
Gus Dapperton,World Class Cinema,1130,0.0
Gus Dapperton,World Class Cinema,1322,0.0
Gus Dapperton,World Class Cinema,1343,0.0
Gus Dapperton,World Class Cinema,1462,0.0
Gus Dapperton,World Class Cinema,1509,0.0
Gus Dapperton,World Class Cinema,3263,0.0
Gus Dapperton,World Class Cinema,4415,0.0
Gus Dapperton,World Class Cinema,9002,0.0
Gus Dapperton,World Class Cinema,29675,0.0
Gus Dapperton,World Class Cinema,45260,0.0
Gus Dapperton,World Class Cinema,199148,0.0
HAIM,Summer Girl,27329,0.0
HDBeenDope,Way Out,8417,0.0
HDBeenDope,Way Out,147945,0.0
HOMESHAKE,Call Me Up,109174,0.0
HOMESHAKE,Nothing Could Be Better,6292,0.0
HONNE,One At A Time Please,1045,0.0
HONNE,Out Of My Control,22198,0.0
Hablot Brown,Ain't No Secret,757,0.0
Hablot Brown,Ain't No Secret,7035,0.0
Hablot Brown,Gone,7430,0.0
Hablot Brown,Peace Of Mind,7569,0.0
Hablot Brown,Reason,9840,0.0
Hablot Brown,Reason,106020,0.0
Hana Vu,Cool (feat. Satchy),129344,0.0
Hana Vu,Cool (feat. Satchy),142805,0.0
Hare Squead,100 Miles,39274,0.0
Harry Hudson,No Good,3050,0.0
Harry Hudson,No Good,4522,0.0
Harry Hudson,No Good,5077,0.0
Harry Hudson,No Good,8010,0.0
Harry Hudson,No Good,32937,0.0
Harry Hudson,No Good,201982,0.0
Harry Styles,Ever Since New York,640,0.0
Harry Styles,Ever Since New York,1695,0.0
Harry Styles,Ever Since New York,1834,0.0
Harry Styles,Ever Since New York,1898,0.0
Harry Styles,Ever Since New York,2325,0.0
Harry Styles,Ever Since New York,3200,0.0
Harry Styles,Ever Since New York,5013,0.0
Harry Styles,Ever Since New York,253386,0.0
Harry Styles,From the Dining Table,1631,0.0
Harry Styles,From the Dining Table,3050,0.0
Harry Styles,From the Dining Table,3482,0.0
Harry Styles,From the Dining Table,8682,0.0
Harry Styles,Kiwi,1514,0.0
Heavy Mellow,Trip 5,1482,0.0
Heavy Mellow,Trip 5,6072,0.0
Heavy Mellow,Trip 5,128709,0.0
Heavy Mellow,Trip 5,142359,0.0
Heems,Home (feat. Dev Hynes),75562,0.0
Her,Shuggie - Bonus Track,0,0.0
Her,Shuggie - Bonus Track,895,0.0
Her,Shuggie - Bonus Track,1045,0.0
Her,Shuggie - Bonus Track,1834,0.0
Her,Shuggie - Bonus Track,2218,0.0
Her,Shuggie - Bonus Track,6165,0.0
Her,Shuggie - Bonus Track,6357,0.0
Her,Shuggie - Bonus Track,92512,0.0
Her,Shuggie - Bonus Track,259520,0.0
Herrick & Hooley,Good Morning,270,0.0
Herrick & Hooley,Good Morning,25588,0.0
Hiatus Kaiyote,Nakamarra (feat. Q-Tip),1685,0.0
High School Musical Cast,"Work This Out - From ""High School Musical 2""/Soundtrack Version",1219,0.0
Hillsong UNITED,Lead Me To The Cross,1277,0.0
Hillsong UNITED,Lead Me To The Cross,4202,0.0
Hillsong UNITED,Oceans (Where Feet May Fail),487,0.0
Hillsong UNITED,The Stand - Live,0,0.0
Hillsong Worship,I Surrender - Live,1365,0.0
Hillsong Worship,I Surrender - Live,5479,0.0
Hillsong Worship,Man Of Sorrows - Live,812,0.0
Hillsong Worship,What A Beautiful Name,0,0.0
Hillsong Worship,What A Beautiful Name,10565,0.0
Hippo Campus,Bambi,170,0.0
Hippo Campus,Bambi,576,0.0
Hippo Campus,Bambi,597,0.0
Hippo Campus,Bambi,810,0.0
Hippo Campus,Bambi,853,0.0
Hippo Campus,Bambi,2218,0.0
Hippo Campus,Bambi,2453,0.0
Hippo Campus,Bambi,3861,0.0
Hippo Campus,Bambi,138229,0.0
Hippo Campus,Bambi,194400,0.0
Hippo Campus,Bubbles,1602,0.0
Hippo Campus,Golden,853,0.0
Hippo Campus,Golden,859,0.0
Hippo Campus,Golden,938,0.0
Hippo Campus,Golden,1173,0.0
Hippo Campus,Golden,2474,0.0
Hippo Campus,Golden,2844,0.0
Hippo Campus,Golden,3285,0.0
Hippo Campus,Golden,4863,0.0
Hippo Campus,Golden,9066,0.0
Hippo Campus,Golden,10540,0.0
Hippo Campus,Golden,12652,0.0
Hippo Campus,Golden,13809,0.0
Hippo Campus,Golden,208280,0.0
Hippo Campus,Monsoon,362,0.0
Hippo Campus,Monsoon,684,0.0
Hippo Campus,Monsoon,789,0.0
Hippo Campus,Monsoon,1365,0.0
Hippo Campus,Monsoon,196937,0.0
Hippo Campus,Monsoon,222820,0.0
Hippo Campus,Simple Season,25683,0.0
Hippo Campus,South,22082,0.0
Hippo Campus,Suicide Saturday,917,0.0
Hippo Campus,Suicide Saturday,998,0.0
Hippo Campus,Suicide Saturday,1045,0.0
Hippo Campus,Suicide Saturday,1300,0.0
Hippo Campus,Suicide Saturday,1429,0.0
Hippo Campus,Suicide Saturday,1941,0.0
Hippo Campus,Suicide Saturday,2048,0.0
Hippo Campus,Suicide Saturday,4783,0.0
Hippo Campus,Suicide Saturday,35584,0.0
Hippo Campus,Suicide Saturday,38186,0.0
Hippo Campus,Suicide Saturday,174967,0.0
Hippo Campus,Suicide Saturday,212885,0.0
Hippo Campus,Vacation,874,0.0
Hippo Campus,Vacation,1002,0.0
Hippo Campus,Vacation,1045,0.0
Hippo Campus,Vacation,1535,0.0
Hippo Campus,Vacation,4092,0.0
Hippo Campus,Vacation,10072,0.0
Hippo Campus,Vacation,12990,0.0
Hippo Campus,Vacation,14721,0.0
Hippo Campus,Vacation,23948,0.0
Hippo Campus,Vacation,32377,0.0
Hippo Campus,Vacation,104844,0.0
Hippo Campus,Vacation,115715,0.0
Hippo Campus,Vacation,154133,0.0
Hippo Campus,Vacation,274729,0.0
Hippo Campus,Vines,895,0.0
Hippo Campus,Vines,917,0.0
Hippo Campus,Vines,960,0.0
Hippo Campus,Vines,1322,0.0
Hippo Campus,Vines,1940,0.0
Hippo Campus,Vines,2410,0.0
Hippo Campus,Vines,2453,0.0
Hippo Campus,Vines,2709,0.0
Hippo Campus,Vines,3328,0.0
Hippo Campus,Vines,5653,0.0
Hippo Campus,Vines,7861,0.0
Hippo Campus,Vines,8907,0.0
Hippo Campus,Vines,16100,0.0
Hippo Campus,Vines,37490,0.0
Hippo Campus,Vines,93745,0.0
Hippo Campus,Vines,159056,0.0
Hippo Campus,Way It Goes,768,0.0
Hippo Campus,Way It Goes,896,0.0
Hippo Campus,Way It Goes,952,0.0
Hippo Campus,Way It Goes,1066,0.0
Hippo Campus,Way It Goes,1068,0.0
Hippo Campus,Way It Goes,43732,0.0
Hippo Campus,Way It Goes,245456,0.0
Hippo Campus,Why Even Try,1130,0.0
Hippo Campus,Why Even Try,1877,0.0
Hippo Campus,Why Even Try,3061,0.0
Hippo Campus,Why Even Try,4294,0.0
Hippo Campus,Why Even Try,16051,0.0
Hippo Campus,Why Even Try,104713,0.0
Hippo Campus,Why Even Try,214873,0.0
Hippo Campus,Why Even Try,218000,0.0
Houndmouth,Sedona,853,0.0
Houndmouth,Sedona,874,0.0
Houndmouth,Sedona,1151,0.0
Houndmouth,Sedona,1173,0.0
Houndmouth,Sedona,1194,0.0
Houndmouth,Sedona,1253,0.0
Houndmouth,Sedona,4740,0.0
Houndmouth,Sedona,4890,0.0
Houndmouth,Sedona,25280,0.0
Houndmouth,Sedona,32716,0.0
Houndmouth,Sedona,44565,0.0
Houndmouth,Sedona,62852,0.0
Houndmouth,Sedona,74940,0.0
Hozier,Almost (Sweet Music),406,1.0
Hozier,Almost (Sweet Music),917,1.0
Hozier,Almost (Sweet Music),1030,1.0
Hozier,Almost (Sweet Music),1045,1.0
Hozier,Almost (Sweet Music),1429,1.0
Hozier,Almost (Sweet Music),2496,1.0
Hozier,Almost (Sweet Music),2550,1.0
Hozier,Almost (Sweet Music),2798,1.0
Hozier,Almost (Sweet Music),3041,1.0
Hozier,Almost (Sweet Music),3088,1.0
Hozier,Almost (Sweet Music),3912,1.0
Hozier,Almost (Sweet Music),4480,1.0
Hozier,Almost (Sweet Music),5810,1.0
Hozier,Almost (Sweet Music),6710,1.0
Hozier,Almost (Sweet Music),8141,1.0
Hozier,Almost (Sweet Music),10792,1.0
Hozier,Almost (Sweet Music),13223,1.0
Hozier,Almost (Sweet Music),17977,1.0
Hozier,Almost (Sweet Music),32800,1.0
Hozier,Almost (Sweet Music),37569,1.0
Hozier,Almost (Sweet Music),38058,1.0
Hozier,Almost (Sweet Music),38384,1.0
Hozier,Almost (Sweet Music),68823,1.0
Hozier,Almost (Sweet Music),85560,1.0
Hozier,Almost (Sweet Music),92929,1.0
Hozier,Almost (Sweet Music),94480,1.0
Hozier,Almost (Sweet Music),117300,1.0
Hozier,Almost (Sweet Music),130262,1.0
Hozier,Almost (Sweet Music),134784,1.0
Hozier,Almost (Sweet Music),145789,1.0
Hozier,Almost (Sweet Music),169152,1.0
Hozier,Almost (Sweet Music),187637,1.0
Hozier,Almost (Sweet Music),189532,1.0
Hozier,Almost (Sweet Music),217480,9.0
Hozier,Almost (Sweet Music),293583,1.0
Hozier,Angel of Small Death and the Codeine Scene,18489,1.0
Hozier,Angel of Small Death and the Codeine Scene,219213,1.0
Hozier,As It Was,38453,1.0
Hozier,As It Was,207653,1.0
Hozier,Be,103648,1.0
Hozier,Dinner & Diatribes,224146,1.0
Hozier,From Eden,821,1.0
Hozier,Movement,3850,1.0
Hozier,Movement,8703,1.0
Hozier,Movement,28430,1.0
Hozier,Movement,35320,1.0
Hozier,NFWMB,746,1.0
Hozier,NFWMB,750,1.0
Hozier,NFWMB,770,1.0
Hozier,NFWMB,789,1.0
Hozier,NFWMB,960,1.0
Hozier,NFWMB,1044,1.0
Hozier,NFWMB,1130,1.0
Hozier,NFWMB,1429,1.0
Hozier,NFWMB,1500,1.0
Hozier,NFWMB,1621,1.0
Hozier,NFWMB,1710,1.0
Hozier,NFWMB,2133,1.0
Hozier,NFWMB,2420,1.0
Hozier,NFWMB,2970,1.0
Hozier,NFWMB,3900,1.0
Hozier,NFWMB,7202,1.0
Hozier,NFWMB,10432,1.0
Hozier,NFWMB,11360,1.0
Hozier,NFWMB,11410,1.0
Hozier,NFWMB,12991,1.0
Hozier,NFWMB,18581,1.0
Hozier,NFWMB,21249,1.0
Hozier,NFWMB,30450,1.0
Hozier,NFWMB,30510,1.0
Hozier,NFWMB,32710,1.0
Hozier,NFWMB,40380,1.0
Hozier,NFWMB,52438,1.0
Hozier,NFWMB,52778,1.0
Hozier,NFWMB,54920,1.0
Hozier,NFWMB,72440,1.0
Hozier,NFWMB,98304,1.0
Hozier,NFWMB,117075,1.0
Hozier,NFWMB,121890,1.0
Hozier,NFWMB,124330,1.0
Hozier,NFWMB,134745,1.0
Hozier,NFWMB,150670,1.0
Hozier,NFWMB,244266,1.0
Hozier,NFWMB,244420,1.0
Hozier,NFWMB,247232,1.0
Hozier,NFWMB,251060,1.0
Hozier,NFWMB,256410,1.0
Hozier,NFWMB,258530,1.0
Hozier,NFWMB,259239,1.0
Hozier,NFWMB,259253,15.0
Hozier,NFWMB,260832,1.0
Hozier,NFWMB,403748,1.0
Hozier,NFWMB,581849,1.0
