,date,artistName,audioType,msPlayed,weekday
0,2018-12-08,Winthrop Brookhouse,Music,0,Saturday
1,2018-12-08,Nick Hakim,Music,325,Saturday
2,2018-12-08,John Mayer,Music,441,Saturday
3,2018-12-08,John Legend,Music,938,Saturday
4,2018-12-08,Jaden,Music,1130,Saturday
5,2018-12-08,Broken Bells,Music,1685,Saturday
6,2018-12-08,Blond Piano,Music,2205,Saturday
7,2018-12-08,ILLENIUM,Music,2560,Saturday
8,2018-12-08,Guantanamo Bay Surf Club,Music,2901,Saturday
9,2018-12-08,Nick Murphy / Chet Faker,Music,4010,Saturday
10,2018-12-08,Glass Animals,Music,4167,Saturday
11,2018-12-08,Choker,Music,5204,Saturday
12,2018-12-08,Joywave,Music,6677,Saturday
13,2018-12-08,Piano Dreamers,Music,25170,Saturday
14,2018-12-08,The Strokes,Music,50217,Saturday
15,2018-12-08,Nickelback,Music,83013,Saturday
16,2018-12-08,The Arcs,Music,93802,Saturday
17,2018-12-08,Travis Scott,Music,95961,Saturday
18,2018-12-08,Unknown Artist,Music,112459,Saturday
19,2018-12-08,Nohidea,Music,118017,Saturday
20,2018-12-08,The Roots,Music,135626,Saturday
21,2018-12-08,SiR,Music,142666,Saturday
22,2018-12-08,James Blake,Music,175445,Saturday
23,2018-12-08,Toro y Moi,Music,202146,Saturday
24,2018-12-08,Mobley,Music,212142,Saturday
25,2018-12-08,Jinsang,Music,222391,Saturday
26,2018-12-08,Nothing But Thieves,Music,234666,Saturday
27,2018-12-08,Coldplay,Music,235586,Saturday
28,2018-12-08,Frank Ocean,Music,272794,Saturday
29,2018-12-08,The Cinematic Orchestra,Music,370666,Saturday
30,2018-12-08,Young the Giant,Music,646661,Saturday
31,2018-12-08,Radiohead,Music,997958,Saturday
32,2018-12-08,XXXTENTACION,Music,1022015,Saturday
33,2018-12-09,Abhi//Dijon,Music,719,Sunday
34,2018-12-09,Lou Berry,Music,746,Sunday
35,2018-12-09,Tom Misch,Music,812,Sunday
36,2018-12-09,alt-J,Music,853,Sunday
37,2018-12-09,Zach Farache,Music,874,Sunday
38,2018-12-09,Everything Is Recorded,Music,896,Sunday
39,2018-12-09,ISLAND,Music,917,Sunday
40,2018-12-09,Thundercat,Music,938,Sunday
41,2018-12-09,Big Data,Music,960,Sunday
42,2018-12-09,Pusha T,Music,975,Sunday
43,2018-12-09,Chelou,Music,1002,Sunday
44,2018-12-09,The Black Keys,Music,1002,Sunday
45,2018-12-09,Angelo Mota,Music,1024,Sunday
46,2018-12-09,Real Estate,Music,1066,Sunday
47,2018-12-09,Minke,Music,1088,Sunday
48,2018-12-09,Danny Dwyer,Music,1109,Sunday
49,2018-12-09,Hozier,Music,1130,Sunday
50,2018-12-09,X Ambassadors,Music,1216,Sunday
51,2018-12-09,Ari Lennox,Music,1230,Sunday
52,2018-12-09,James Tillman,Music,1280,Sunday
53,2018-12-09,James Blake,Music,1300,Sunday
54,2018-12-09,Theophilus London,Music,1301,Sunday
55,2018-12-09,Bruno Major,Music,1392,Sunday
56,2018-12-09,The Flying Stars Of Brooklyn NY,Music,1547,Sunday
57,2018-12-09,ILLENIUM,Music,1556,Sunday
58,2018-12-09,Mars Today,Music,1578,Sunday
59,2018-12-09,Vince Staples,Music,1602,Sunday
60,2018-12-09,Jamie Isaac,Music,1642,Sunday
61,2018-12-09,Jackson Lundy,Music,1663,Sunday
62,2018-12-09,Shakey Graves,Music,1685,Sunday
63,2018-12-09,Moonchild,Music,1748,Sunday
64,2018-12-09,Matt Corby,Music,1770,Sunday
65,2018-12-09,Migos,Music,1770,Sunday
66,2018-12-09,Choker,Music,1791,Sunday
67,2018-12-09,Teyana Taylor,Music,1791,Sunday
68,2018-12-09,Lewis Del Mar,Music,1813,Sunday
69,2018-12-09,Radiohead,Music,1876,Sunday
70,2018-12-09,Jordan Rakei,Music,1898,Sunday
71,2018-12-09,Moon Taxi,Music,1940,Sunday
72,2018-12-09,KALEO,Music,1983,Sunday
73,2018-12-09,Joywave,Music,2026,Sunday
74,2018-12-09,Roman GianArthur,Music,2026,Sunday
75,2018-12-09,ODIE,Music,2031,Sunday
76,2018-12-09,"Tyler, The Creator",Music,2044,Sunday
77,2018-12-09,Jaden,Music,2132,Sunday
78,2018-12-09,RY X,Music,2133,Sunday
79,2018-12-09,ZZ Ward,Music,2165,Sunday
80,2018-12-09,Van Hunt,Music,2197,Sunday
81,2018-12-09,Cory Asbury,Music,2298,Sunday
82,2018-12-09,BADBADNOTGOOD,Music,2312,Sunday
83,2018-12-09,Stanley Turrentine,Music,2496,Sunday
84,2018-12-09,Vance Joy,Music,2517,Sunday
85,2018-12-09,Mathias,Music,2560,Sunday
86,2018-12-09,Everlast,Music,2687,Sunday
87,2018-12-09,Chance the Rapper,Music,2705,Sunday
88,2018-12-09,Steve Lacy,Music,2818,Sunday
89,2018-12-09,Noirre,Music,2879,Sunday
90,2018-12-09,Red Hot Chili Peppers,Music,2943,Sunday
91,2018-12-09,Allen Stone,Music,2965,Sunday
92,2018-12-09,Reaper,Music,2986,Sunday
93,2018-12-09,Raveena,Music,3008,Sunday
94,2018-12-09,Harry Hudson,Music,3050,Sunday
95,2018-12-09,Col3trane,Music,3071,Sunday
96,2018-12-09,Fleece,Music,3157,Sunday
97,2018-12-09,Feed Me Jack,Music,3306,Sunday
98,2018-12-09,JP Cooper,Music,3328,Sunday
99,2018-12-09,Syd,Music,3391,Sunday
100,2018-12-09,The Fray,Music,3433,Sunday
101,2018-12-09,Mild High Club,Music,3498,Sunday
102,2018-12-09,St. Paul & The Broken Bones,Music,3562,Sunday
103,2018-12-09,Mt. Joy,Music,3626,Sunday
104,2018-12-09,Joji,Music,3648,Sunday
105,2018-12-09,Nick Murphy / Chet Faker,Music,3690,Sunday
106,2018-12-09,The Roots,Music,3946,Sunday
107,2018-12-09,The Weeknd,Music,4224,Sunday
108,2018-12-09,Coldplay,Music,4447,Sunday
109,2018-12-09,Bon Iver,Music,4457,Sunday
110,2018-12-09,John Legend,Music,4640,Sunday
111,2018-12-09,Curtis Harding,Music,5322,Sunday
112,2018-12-09,Broken Bells,Music,5704,Sunday
113,2018-12-09,Davie,Music,5824,Sunday
114,2018-12-09,Drake,Music,5886,Sunday
115,2018-12-09,Louis The Child,Music,6122,Sunday
116,2018-12-09,Her,Music,6165,Sunday
117,2018-12-09,BROCKHAMPTON,Music,6263,Sunday
118,2018-12-09,Mirror Signal,Music,6539,Sunday
119,2018-12-09,Lil Baby,Music,6976,Sunday
120,2018-12-09,Portugal. The Man,Music,7407,Sunday
121,2018-12-09,Justin Timberlake,Music,7465,Sunday
122,2018-12-09,Miles Davis,Music,8617,Sunday
123,2018-12-09,Fat Night,Music,9253,Sunday
124,2018-12-09,Menomena,Music,9578,Sunday
125,2018-12-09,Son Little,Music,9876,Sunday
126,2018-12-09,Harry Styles,Music,10687,Sunday
127,2018-12-09,Nothing But Thieves,Music,11305,Sunday
128,2018-12-09,SiR,Music,13546,Sunday
129,2018-12-09,Travis Scott,Music,14003,Sunday
130,2018-12-09,The Arcs,Music,16868,Sunday
131,2018-12-09,Leon Bridges,Music,19343,Sunday
132,2018-12-09,A Blaze of Feather,Music,19902,Sunday
133,2018-12-09,Sampha,Music,20268,Sunday
134,2018-12-09,Atlas Bound,Music,24461,Sunday
135,2018-12-09,Maroon 5,Music,29183,Sunday
136,2018-12-09,Childish Gambino,Music,34135,Sunday
137,2018-12-09,Ariel Pink,Music,34887,Sunday
138,2018-12-09,KIDS SEE GHOSTS,Music,38420,Sunday
139,2018-12-09,Masego,Music,111509,Sunday
140,2018-12-09,The Internet,Music,121820,Sunday
141,2018-12-09,Anderson .Paak,Music,175085,Sunday
142,2018-12-09,DJ Premier,Music,180480,Sunday
143,2018-12-09,Sheck Wes,Music,184971,Sunday
144,2018-12-09,Flamingosis,Music,203870,Sunday
145,2018-12-09,Dayglow,Music,204014,Sunday
146,2018-12-09,Frank Ocean,Music,213840,Sunday
147,2018-12-09,A$AP Rocky,Music,215531,Sunday
148,2018-12-09,Kanye West,Music,216087,Sunday
149,2018-12-09,Huncho Jack,Music,269723,Sunday
150,2018-12-09,Gabriel Garzón-Montano,Music,275448,Sunday
151,2018-12-09,Glass Animals,Music,280329,Sunday
152,2018-12-09,Phony Ppl,Music,391536,Sunday
153,2018-12-09,XXXTENTACION,Music,413430,Sunday
154,2018-12-09,Nick Hakim,Music,472872,Sunday
155,2018-12-09,Electric Guest,Music,523224,Sunday
156,2018-12-09,The Physics,Music,589119,Sunday
157,2018-12-09,Young the Giant,Music,657818,Sunday
158,2018-12-09,Christina Aguilera,Music,922822,Sunday
159,2018-12-10,Kendrick Lamar,Music,952,Monday
160,2018-12-10,Allen Stone,Music,998,Monday
161,2018-12-10,St. Paul & The Broken Bones,Music,1044,Monday
162,2018-12-10,Unknown Artist,Music,1532,Monday
163,2018-12-10,Elements of Music,Music,2410,Monday
164,2018-12-10,ZZ Ward,Music,2532,Monday
165,2018-12-10,Portugal. The Man,Music,2670,Monday
166,2018-12-10,Davie,Music,2832,Monday
167,2018-12-10,SiR,Music,2924,Monday
168,2018-12-10,The Revivalists,Music,2925,Monday
169,2018-12-10,JP Cooper,Music,3072,Monday
170,2018-12-10,The Internet,Music,3136,Monday
171,2018-12-10,Joe Fox,Music,3413,Monday
172,2018-12-10,Broken Bells,Music,3708,Monday
173,2018-12-10,Jaden,Music,4179,Monday
174,2018-12-10,KALEO,Music,4195,Monday
175,2018-12-10,Masego,Music,4608,Monday
176,2018-12-10,Nothing But Thieves,Music,7569,Monday
177,2018-12-10,BROCKHAMPTON,Music,8382,Monday
178,2018-12-10,Gabriel Garzón-Montano,Music,8498,Monday
179,2018-12-10,Choker,Music,10934,Monday
180,2018-12-10,Grizzly Bear,Music,11989,Monday
181,2018-12-10,Curtis Harding,Music,18086,Monday
182,2018-12-10,alt-J,Music,21477,Monday
183,2018-12-10,Mirror Signal,Music,25850,Monday
184,2018-12-10,Coldplay,Music,28750,Monday
185,2018-12-10,The Fray,Music,51918,Monday
186,2018-12-10,Local Natives,Music,68417,Monday
187,2018-12-10,The Arcs,Music,81636,Monday
188,2018-12-10,Lil Baby,Music,97895,Monday
189,2018-12-10,Son Little,Music,103398,Monday
190,2018-12-10,Shawn Mendes,Music,112808,Monday
191,2018-12-10,The Roots,Music,123529,Monday
192,2018-12-10,Christina Aguilera,Music,132714,Monday
193,2018-12-10,Big Sean,Music,171842,Monday
194,2018-12-10,Moise,Music,173099,Monday
195,2018-12-10,KIDS SEE GHOSTS,Music,182590,Monday
196,2018-12-10,Marc Scibilia,Music,191976,Monday
197,2018-12-10,Pusha T,Music,202120,Monday
198,2018-12-10,Moon Taxi,Music,208053,Monday
199,2018-12-10,Anderson .Paak,Music,209789,Monday
200,2018-12-10,The Black Keys,Music,214596,Monday
201,2018-12-10,Vance Joy,Music,214720,Monday
202,2018-12-10,ODIE,Music,225299,Monday
203,2018-12-10,XXXTENTACION,Music,232284,Monday
204,2018-12-10,Hozier,Music,259253,Monday
205,2018-12-10,A$AP Rocky,Music,286464,Monday
206,2018-12-10,Frank Ocean,Music,288015,Monday
207,2018-12-10,Childish Gambino,Music,299388,Monday
208,2018-12-10,"Tyler, The Creator",Music,301750,Monday
209,2018-12-10,Glass Animals,Music,326872,Monday
210,2018-12-10,No Wyld,Music,352784,Monday
211,2018-12-10,Huncho Jack,Music,400527,Monday
212,2018-12-10,Joywave,Music,428666,Monday
213,2018-12-10,Travis Scott,Music,630301,Monday
214,2018-12-10,Drake,Music,712788,Monday
215,2018-12-10,Electric Guest,Music,715401,Monday
216,2018-12-10,Young the Giant,Music,1046945,Monday
217,2018-12-11,Masego,Music,4353,Tuesday
218,2018-12-11,Curtis Harding,Music,5124,Tuesday
219,2018-12-11,KALEO,Music,5387,Tuesday
220,2018-12-11,Fantastic Negrito,Music,5502,Tuesday
221,2018-12-11,Shakey Graves,Music,6895,Tuesday
222,2018-12-11,Portugal. The Man,Music,8382,Tuesday
223,2018-12-11,Nohidea,Music,8452,Tuesday
224,2018-12-11,NoMBe,Music,11238,Tuesday
225,2018-12-11,Dan Auerbach,Music,12213,Tuesday
226,2018-12-11,Dre'es,Music,14976,Tuesday
227,2018-12-11,The Suffers,Music,18366,Tuesday
228,2018-12-11,ODIE,Music,21717,Tuesday
229,2018-12-11,Nothing But Thieves,Music,22453,Tuesday
230,2018-12-11,Jordan Rakei,Music,23336,Tuesday
231,2018-12-11,Benjamin Booker,Music,29214,Tuesday
232,2018-12-11,Houndmouth,Music,32716,Tuesday
233,2018-12-11,Nick Murphy / Chet Faker,Music,58144,Tuesday
234,2018-12-11,Kodak Black,Music,100890,Tuesday
235,2018-12-11,Sheck Wes,Music,106602,Tuesday
236,2018-12-11,Electric Guest,Music,167584,Tuesday
237,2018-12-11,B. Lewis,Music,173513,Tuesday
238,2018-12-11,The Arcs,Music,205029,Tuesday
239,2018-12-11,Allen Stone,Music,212689,Tuesday
240,2018-12-11,Vince Staples,Music,222039,Tuesday
241,2018-12-11,Son Little,Music,260282,Tuesday
242,2018-12-11,Lewis Del Mar,Music,285466,Tuesday
243,2018-12-11,Migos,Music,307895,Tuesday
244,2018-12-11,Lee Fields & The Expressions,Music,326182,Tuesday
245,2018-12-11,The Shins,Music,329522,Tuesday
246,2018-12-11,Meek Mill,Music,359153,Tuesday
247,2018-12-11,Joywave,Music,416250,Tuesday
248,2018-12-11,Anderson East,Music,449040,Tuesday
249,2018-12-11,Young the Giant,Music,669899,Tuesday
250,2018-12-11,Broken Bells,Music,733372,Tuesday
251,2018-12-11,The Revivalists,Music,1399029,Tuesday
252,2018-12-11,A$AP Rocky,Music,1456338,Tuesday
253,2018-12-12,Hillsong Worship,Music,0,Wednesday
254,2018-12-12,The Fray,Music,766,Wednesday
255,2018-12-12,Shawn Mendes,Music,882,Wednesday
256,2018-12-12,Sylvan Esso,Music,882,Wednesday
257,2018-12-12,Big Data,Music,975,Wednesday
258,2018-12-12,ZZ Ward,Music,975,Wednesday
259,2018-12-12,Tame Impala,Music,998,Wednesday
260,2018-12-12,Teyana Taylor,Music,1068,Wednesday
261,2018-12-12,La La Land Cast,Music,1114,Wednesday
262,2018-12-12,Migos,Music,1160,Wednesday
263,2018-12-12,XXXTENTACION,Music,1207,Wednesday
264,2018-12-12,Barns Courtney,Music,1253,Wednesday
265,2018-12-12,Masego,Music,1276,Wednesday
266,2018-12-12,Spoon,Music,1300,Wednesday
267,2018-12-12,Justin Timberlake,Music,1346,Wednesday
268,2018-12-12,one sonic society,Music,1346,Wednesday
269,2018-12-12,Big Sean,Music,1369,Wednesday
270,2018-12-12,Jaden,Music,1439,Wednesday
271,2018-12-12,St. Paul & The Broken Bones,Music,1578,Wednesday
272,2018-12-12,Hippo Campus,Music,1602,Wednesday
273,2018-12-12,SiR,Music,1741,Wednesday
274,2018-12-12,Portugal. The Man,Music,2041,Wednesday
275,2018-12-12,Lewis Del Mar,Music,2474,Wednesday
276,2018-12-12,Local Natives,Music,2484,Wednesday
277,2018-12-12,Pusha T,Music,2932,Wednesday
278,2018-12-12,Curtis Harding,Music,4156,Wednesday
279,2018-12-12,The Dip,Music,4318,Wednesday
280,2018-12-12,Foxygen,Music,5107,Wednesday
281,2018-12-12,Joywave,Music,5270,Wednesday
282,2018-12-12,Kendrick Lamar,Music,5479,Wednesday
283,2018-12-12,The Shins,Music,6826,Wednesday
284,2018-12-12,Dr. Dog,Music,7167,Wednesday
285,2018-12-12,A$AP Rocky,Music,9503,Wednesday
286,2018-12-12,Jinsang,Music,10762,Wednesday
287,2018-12-12,Grizzly Bear,Music,12375,Wednesday
288,2018-12-12,Busty and the Bass,Music,12585,Wednesday
289,2018-12-12,Frank Ocean,Music,15949,Wednesday
290,2018-12-12,Cautious Clay,Music,20433,Wednesday
291,2018-12-12,Bruno Major,Music,26524,Wednesday
292,2018-12-12,Moise,Music,27910,Wednesday
293,2018-12-12,Unknown Artist,Music,32009,Wednesday
294,2018-12-12,Darondo,Music,33992,Wednesday
295,2018-12-12,KALEO,Music,116306,Wednesday
296,2018-12-12,Riff Raff,Music,123428,Wednesday
297,2018-12-12,Sheck Wes,Music,124446,Wednesday
298,2018-12-12,The Roots,Music,145679,Wednesday
299,2018-12-12,Vance Joy,Music,146610,Wednesday
300,2018-12-12,"Tyler, The Creator",Music,151026,Wednesday
301,2018-12-12,KIDS SEE GHOSTS,Music,157529,Wednesday
302,2018-12-12,Glass Animals,Music,178444,Wednesday
303,2018-12-12,Meek Mill,Music,180522,Wednesday
304,2018-12-12,Drake,Music,185480,Wednesday
305,2018-12-12,Anderson .Paak,Music,209093,Wednesday
306,2018-12-12,The Black Keys,Music,213226,Wednesday
307,2018-12-12,ODIE,Music,220007,Wednesday
308,2018-12-12,My Morning Jacket,Music,228245,Wednesday
309,2018-12-12,ILLENIUM,Music,228923,Wednesday
310,2018-12-12,Quavo,Music,236947,Wednesday
311,2018-12-12,Gabriel Garzón-Montano,Music,239513,Wednesday
312,2018-12-12,Hozier,Music,259253,Wednesday
313,2018-12-12,John Legend,Music,298466,Wednesday
314,2018-12-12,Everlast,Music,303133,Wednesday
315,2018-12-12,Coldplay,Music,332549,Wednesday
316,2018-12-12,Moon Taxi,Music,336998,Wednesday
317,2018-12-12,Travis Scott,Music,347796,Wednesday
318,2018-12-12,Childish Gambino,Music,390120,Wednesday
319,2018-12-12,Young the Giant,Music,417441,Wednesday
320,2018-12-12,Electric Guest,Music,426731,Wednesday
321,2018-12-12,Son Little,Music,433868,Wednesday
322,2018-12-12,Nothing But Thieves,Music,465463,Wednesday
323,2018-12-12,Broken Bells,Music,476854,Wednesday
324,2018-12-12,The Arcs,Music,552706,Wednesday
325,2018-12-12,Huncho Jack,Music,661391,Wednesday
326,2018-12-12,Radiohead,Music,756147,Wednesday
327,2018-12-12,BROCKHAMPTON,Music,904415,Wednesday
328,2018-12-12,Cory Asbury,Music,941584,Wednesday
329,2018-12-13,The Black Keys,Music,650,Thursday
330,2018-12-13,ZZ Ward,Music,835,Thursday
331,2018-12-13,KIDS SEE GHOSTS,Music,928,Thursday
332,2018-12-13,Riff Raff,Music,940,Thursday
333,2018-12-13,Post Malone,Music,963,Thursday
334,2018-12-13,Lil Uzi Vert,Music,1114,Thursday
335,2018-12-13,Drake,Music,1346,Thursday
336,2018-12-13,Nothing But Thieves,Music,1555,Thursday
337,2018-12-13,Gucci Mane,Music,1857,Thursday
338,2018-12-13,Young Thug,Music,2170,Thursday
339,2018-12-13,Big Sean,Music,2403,Thursday
340,2018-12-13,Future,Music,2659,Thursday
341,2018-12-13,OneRepublic,Music,2867,Thursday
342,2018-12-13,2 Chainz,Music,3320,Thursday
343,2018-12-13,Migos,Music,3691,Thursday
344,2018-12-13,Mirror Signal,Music,4249,Thursday
345,2018-12-13,J. Cole,Music,4898,Thursday
346,2018-12-13,The Fray,Music,5826,Thursday
347,2018-12-13,Takeoff,Music,5990,Thursday
348,2018-12-13,Travis Scott,Music,8149,Thursday
349,2018-12-13,Concept Collective,Music,15998,Thursday
350,2018-12-13,Jay Rock,Music,19295,Thursday
351,2018-12-13,Nohidea,Music,19483,Thursday
352,2018-12-13,Vic Mensa,Music,26737,Thursday
353,2018-12-13,A. Charles,Music,34120,Thursday
354,2018-12-13,BROCKHAMPTON,Music,37314,Thursday
355,2018-12-13,Tank and The Bangas,Music,53219,Thursday
356,2018-12-13,Electric Guest,Music,59713,Thursday
357,2018-12-13,21 Savage,Music,72915,Thursday
358,2018-12-13,Max Frost,Music,78708,Thursday
359,2018-12-13,Lil Baby,Music,90180,Thursday
360,2018-12-13,Frank Ocean,Music,102585,Thursday
361,2018-12-13,Portugal. The Man,Music,110183,Thursday
362,2018-12-13,Sheck Wes,Music,126621,Thursday
363,2018-12-13,A$AP Ferg,Music,152826,Thursday
364,2018-12-13,KALEO,Music,155556,Thursday
365,2018-12-13,Sonder,Music,184213,Thursday
366,2018-12-13,Meek Mill,Music,189693,Thursday
367,2018-12-13,Glass Animals,Music,191117,Thursday
368,2018-12-13,Jungle,Music,196138,Thursday
369,2018-12-13,Billy Lemos,Music,197540,Thursday
370,2018-12-13,A$AP Rocky,Music,213573,Thursday
371,2018-12-13,Cool Company,Music,221491,Thursday
372,2018-12-13,Son Little,Music,227945,Thursday
373,2018-12-13,Young the Giant,Music,242439,Thursday
374,2018-12-13,The Arcs,Music,244893,Thursday
375,2018-12-13,SiR,Music,250789,Thursday
376,2018-12-13,Nicotine's Famous Honey,Music,259181,Thursday
377,2018-12-13,Joywave,Music,331814,Thursday
378,2018-12-13,Anderson .Paak,Music,353759,Thursday
379,2018-12-13,Huncho Jack,Music,438466,Thursday
380,2018-12-13,Cory Asbury,Music,452805,Thursday
381,2018-12-13,Quavo,Music,473894,Thursday
382,2018-12-13,Broken Bells,Music,520692,Thursday
383,2018-12-13,Christina Aguilera,Music,727454,Thursday
384,2018-12-13,Childish Gambino,Music,732324,Thursday
385,2018-12-13,Unknown Artist,Music,1962962,Thursday
386,2018-12-14,ZZ Ward,Music,704,Friday
387,2018-12-14,ODIE,Music,789,Friday
388,2018-12-14,Mirror Signal,Music,874,Friday
389,2018-12-14,KALEO,Music,896,Friday
390,2018-12-14,Choker,Music,1002,Friday
391,2018-12-14,Common Souls,Music,1023,Friday
392,2018-12-14,Bruno Major,Music,1173,Friday
393,2018-12-14,Nick Murphy / Chet Faker,Music,1450,Friday
394,2018-12-14,Nohidea,Music,1685,Friday
395,2018-12-14,Fat Night,Music,1941,Friday
396,2018-12-14,Sonder,Music,2368,Friday
397,2018-12-14,Frank Ocean,Music,2730,Friday
398,2018-12-14,Anderson .Paak,Music,3328,Friday
399,2018-12-14,The Arcs,Music,3328,Friday
400,2018-12-14,Portugal. The Man,Music,3456,Friday
401,2018-12-14,The Technicolors,Music,3904,Friday
402,2018-12-14,KG,Music,4841,Friday
403,2018-12-14,i-genius,Music,7720,Friday
404,2018-12-14,Super Sounds Namba,Music,8010,Friday
405,2018-12-14,Glass Animals,Music,13949,Friday
406,2018-12-14,Guantanamo Bay Surf Club,Music,16065,Friday
407,2018-12-14,Miley Cyrus,Music,28757,Friday
408,2018-12-14,Masego,Music,47317,Friday
409,2018-12-14,Joywave,Music,49186,Friday
410,2018-12-14,Electric Guest,Music,50759,Friday
411,2018-12-14,Jaden,Music,74480,Friday
412,2018-12-14,Nothing But Thieves,Music,75649,Friday
413,2018-12-14,Logic,Music,77205,Friday
414,2018-12-14,SiR,Music,88490,Friday
415,2018-12-14,moow,Music,97084,Friday
416,2018-12-14,Justin Timberlake,Music,137492,Friday
417,2018-12-14,XXXTENTACION,Music,158565,Friday
418,2018-12-14,Lil Baby,Music,160292,Friday
419,2018-12-14,Huncho Jack,Music,170673,Friday
420,2018-12-14,Meek Mill,Music,180522,Friday
421,2018-12-14,Teyana Taylor,Music,185979,Friday
422,2018-12-14,ILLENIUM,Music,186125,Friday
423,2018-12-14,josh pan,Music,202133,Friday
424,2018-12-14,The Roots,Music,219940,Friday
425,2018-12-14,Sheck Wes,Music,240935,Friday
426,2018-12-14,Young the Giant,Music,244348,Friday
427,2018-12-14,Nick Hakim,Music,265866,Friday
428,2018-12-14,Unknown Artist,Music,285203,Friday
429,2018-12-14,"Tyler, The Creator",Music,345959,Friday
430,2018-12-14,Pusha T,Music,396571,Friday
431,2018-12-14,Son Little,Music,508960,Friday
432,2018-12-14,Broken Bells,Music,785916,Friday
433,2018-12-14,Travis Scott,Music,1347415,Friday
434,2018-12-14,Childish Gambino,Music,2793308,Friday
435,2018-12-15,Electric Guest,Music,938,Saturday
436,2018-12-15,Bethel Music,Music,963,Saturday
437,2018-12-15,Jaden,Music,1194,Saturday
438,2018-12-15,Loyle Carner,Music,1253,Saturday
439,2018-12-15,Glass Animals,Music,1365,Saturday
440,2018-12-15,ILLENIUM,Music,1450,Saturday
441,2018-12-15,ZZ Ward,Music,1791,Saturday
442,2018-12-15,The Arcs,Music,1811,Saturday
443,2018-12-15,Bootsy Collins,Music,1962,Saturday
444,2018-12-15,Vance Joy,Music,2047,Saturday
445,2018-12-15,Everlast,Music,2089,Saturday
446,2018-12-15,Phony Ppl,Music,2159,Saturday
447,2018-12-15,A$AP Rocky,Music,3018,Saturday
448,2018-12-15,Yuno,Music,4671,Saturday
449,2018-12-15,josh pan,Music,5461,Saturday
450,2018-12-15,Psymun,Music,5603,Saturday
451,2018-12-15,KIDS SEE GHOSTS,Music,8682,Saturday
452,2018-12-15,Greyhounds,Music,11668,Saturday
453,2018-12-15,Steve Lacy,Music,22954,Saturday
454,2018-12-15,RKCB,Music,24764,Saturday
455,2018-12-15,Concept Collective,Music,25089,Saturday
456,2018-12-15,Chon,Music,25100,Saturday
457,2018-12-15,SG Lewis,Music,27062,Saturday
458,2018-12-15,Post Animal,Music,28061,Saturday
459,2018-12-15,Caustic The MC,Music,29651,Saturday
460,2018-12-15,Foxygen,Music,29860,Saturday
461,2018-12-15,DeJ Loaf,Music,30081,Saturday
462,2018-12-15,Hozier,Music,30510,Saturday
463,2018-12-15,Common Souls,Music,31345,Saturday
464,2018-12-15,Jungle,Music,32101,Saturday
465,2018-12-15,Tame Impala,Music,32646,Saturday
466,2018-12-15,Frank Jaeger,Music,34969,Saturday
467,2018-12-15,Kid Cudi,Music,35665,Saturday
468,2018-12-15,Blunted Beatz,Music,37163,Saturday
469,2018-12-15,Billy Lemos,Music,45847,Saturday
470,2018-12-15,Gabriel Garzón-Montano,Music,49714,Saturday
471,2018-12-15,Broken Bells,Music,66501,Saturday
472,2018-12-15,Guantanamo Bay Surf Club,Music,104095,Saturday
473,2018-12-15,Young the Giant,Music,107839,Saturday
474,2018-12-15,Ric Wilson,Music,123437,Saturday
475,2018-12-15,The Dip,Music,125979,Saturday
476,2018-12-15,Orion Sun,Music,132249,Saturday
477,2018-12-15,Khruangbin,Music,141572,Saturday
478,2018-12-15,Kanye West,Music,148003,Saturday
479,2018-12-15,"Tyler, The Creator",Music,151026,Saturday
480,2018-12-15,Toro y Moi,Music,153065,Saturday
481,2018-12-15,Lost Triibe,Music,193562,Saturday
482,2018-12-15,The Hails,Music,201177,Saturday
483,2018-12-15,The Black Keys,Music,202453,Saturday
484,2018-12-15,Nothing But Thieves,Music,204718,Saturday
485,2018-12-15,The Marías,Music,227234,Saturday
486,2018-12-15,Nick Hakim,Music,231733,Saturday
487,2018-12-15,The Strokes,Music,338244,Saturday
488,2018-12-15,Unknown Artist,Music,704819,Saturday
489,2018-12-15,Childish Gambino,Music,913401,Saturday
490,2018-12-15,Aloe Blacc,Music,929745,Saturday
491,2018-12-15,Travis Scott,Music,1594353,Saturday
492,2018-12-15,Pitbull,Music,13069702,Saturday
493,2018-12-16,Son Little,Music,2432,Sunday
494,2018-12-16,The Dip,Music,3306,Sunday
495,2018-12-16,St. Paul & The Broken Bones,Music,7061,Sunday
496,2018-12-16,BROCKHAMPTON,Music,11518,Sunday
497,2018-12-16,The Revivalists,Music,135624,Sunday
498,2018-12-16,Pusha T,Music,171839,Sunday
499,2018-12-16,Nothing But Thieves,Music,234871,Sunday
500,2018-12-16,Lord Huron,Music,351415,Sunday
501,2018-12-16,Childish Gambino,Music,541184,Sunday
502,2018-12-16,Curtis Harding,Music,652062,Sunday
503,2018-12-16,Pitbull,Music,1121000,Sunday
504,2018-12-17,Waka Flocka Flame,Music,905,Monday
505,2018-12-17,J. Cole,Music,928,Monday
506,2018-12-17,"Tyler, The Creator",Music,1207,Monday
507,2018-12-17,High School Musical Cast,Music,1219,Monday
508,2018-12-17,Lord Huron,Music,1439,Monday
509,2018-12-17,Frank Ocean,Music,1497,Monday
510,2018-12-17,Miley Cyrus,Music,1660,Monday
511,2018-12-17,Chris Brown,Music,3065,Monday
512,2018-12-17,Kendrick Lamar,Music,3574,Monday
