,date,artistName,trackName,audioType,msPlayed,weekday
0,2018-12-08,Blond Piano,White Ferarri,Music,0,Saturday
1,2018-12-08,Blond Piano,Skyline To,Music,2205,Saturday
2,2018-12-08,Broken Bells,The Ghost Inside,Music,1685,Saturday
3,2018-12-08,Choker,Starfruit LA,Music,895,Saturday
4,2018-12-08,Choker,Jet Stereo,Music,4309,Saturday
5,2018-12-08,Coldplay,Sparks,Music,1173,Saturday
6,2018-12-08,Coldplay,Another's Arms,Music,234413,Saturday
7,2018-12-08,Frank Ocean,Seigfried,Music,88278,Saturday
8,2018-12-08,Frank Ocean,Pink + White,Music,184516,Saturday
9,2018-12-08,Glass Animals,Walla Walla,Music,4167,Saturday
10,2018-12-08,Guantanamo Bay Surf Club,Escargot Blues,Music,2901,Saturday
11,2018-12-08,ILLENIUM,With You (feat. Quinn XCII),Music,2560,Saturday
12,2018-12-08,Jaden,George Jeff,Music,1130,Saturday
13,2018-12-08,James Blake,Retrograde,Music,175445,Saturday
14,2018-12-08,Jinsang,Warm Tea.,Music,11949,Saturday
15,2018-12-08,Jinsang,Evening.,Music,16579,Saturday
16,2018-12-08,Jinsang,Kona Park,Music,193863,Saturday
17,2018-12-08,John Legend,Overload,Music,938,Saturday
18,2018-12-08,John Mayer,I Will Be Found (Lost At Sea),Music,441,Saturday
19,2018-12-08,Joywave,Tongues,Music,6677,Saturday
20,2018-12-08,Mobley,Solo,Music,212142,Saturday
21,2018-12-08,Nick Hakim,The Light,Music,325,Saturday
22,2018-12-08,Nick Murphy / Chet Faker,Blush,Music,4010,Saturday
23,2018-12-08,Nickelback,Holding on to Heaven,Music,39594,Saturday
24,2018-12-08,Nickelback,Someday,Music,43419,Saturday
25,2018-12-08,Nohidea,Jasmine,Music,5851,Saturday
26,2018-12-08,Nohidea,promise [interlude],Music,44991,Saturday
27,2018-12-08,Nohidea,dream machine,Music,67175,Saturday
28,2018-12-08,Nothing But Thieves,Broken Machine,Music,234666,Saturday
29,2018-12-08,Piano Dreamers,7 Years,Music,25170,Saturday
30,2018-12-08,Radiohead,Glass Eyes,Music,851,Saturday
31,2018-12-08,Radiohead,Daydreaming,Music,384438,Saturday
32,2018-12-08,Radiohead,The Numbers,Music,612669,Saturday
33,2018-12-08,SiR,That's Alright,Music,142666,Saturday
34,2018-12-08,The Arcs,Put a Flower in Your Pocket,Music,93802,Saturday
35,2018-12-08,The Cinematic Orchestra,To Build A Home,Music,370666,Saturday
36,2018-12-08,The Roots,Sleep,Music,135626,Saturday
37,2018-12-08,The Strokes,"Call It Fate, Call It Karma",Music,50217,Saturday
38,2018-12-08,Toro y Moi,So Many Details,Music,202146,Saturday
39,2018-12-08,Travis Scott,NO BYSTANDERS,Music,2709,Saturday
40,2018-12-08,Travis Scott,STOP TRYING TO BE GOD,Music,3135,Saturday
41,2018-12-08,Travis Scott,ASTROTHUNDER,Music,9301,Saturday
42,2018-12-08,Travis Scott,WHO? WHAT!,Music,80816,Saturday
43,2018-12-08,Unknown Artist,Unknown Track,Music,112459,Saturday
44,2018-12-08,Winthrop Brookhouse,Coal Bop,Music,0,Saturday
45,2018-12-08,XXXTENTACION,One Minute (feat. Kanye West & Travis Barker),Music,986,Saturday
46,2018-12-08,XXXTENTACION,Introduction,Music,2147,Saturday
47,2018-12-08,XXXTENTACION,Guardian angel,Music,2878,Saturday
48,2018-12-08,XXXTENTACION,I don’t let go,Music,17542,Saturday
49,2018-12-08,XXXTENTACION,difference (interlude),Music,71217,Saturday
50,2018-12-08,XXXTENTACION,STARING AT THE SKY,Music,85123,Saturday
51,2018-12-08,XXXTENTACION,BAD!,Music,94245,Saturday
52,2018-12-08,XXXTENTACION,Train food,Music,140704,Saturday
53,2018-12-08,XXXTENTACION,what are you so afraid of,Music,150769,Saturday
54,2018-12-08,XXXTENTACION,whoa (mind in awe),Music,456404,Saturday
55,2018-12-08,Young the Giant,Glory,Music,159381,Saturday
56,2018-12-08,Young the Giant,Art Exhibit,Music,487280,Saturday
57,2018-12-09,A Blaze of Feather,Carousel,Music,19902,Sunday
58,2018-12-09,A$AP Rocky,Hun43rd,Music,1787,Sunday
59,2018-12-09,A$AP Rocky,Purity,Music,213744,Sunday
60,2018-12-09,Abhi//Dijon,Thug Meditation,Music,719,Sunday
61,2018-12-09,Allen Stone,Celebrate Tonight,Music,896,Sunday
62,2018-12-09,Allen Stone,Million,Music,2069,Sunday
63,2018-12-09,Anderson .Paak,Celebrate,Music,960,Sunday
64,2018-12-09,Anderson .Paak,Bubblin,Music,1322,Sunday
65,2018-12-09,Anderson .Paak,The Chase (feat. Kadhja Bonet),Music,4650,Sunday
66,2018-12-09,Anderson .Paak,Room in Here (feat. The Game & Sonyae Elise),Music,168153,Sunday
67,2018-12-09,Angelo Mota,Madonna,Music,1024,Sunday
68,2018-12-09,Ari Lennox,Night Drive,Music,1230,Sunday
69,2018-12-09,Ariel Pink,Baby,Music,34887,Sunday
70,2018-12-09,Atlas Bound,Lullaby,Music,24461,Sunday
71,2018-12-09,BADBADNOTGOOD,Time Moves Slow,Music,2312,Sunday
72,2018-12-09,BROCKHAMPTON,GUMMY,Music,1230,Sunday
73,2018-12-09,BROCKHAMPTON,TOKYO,Music,2154,Sunday
74,2018-12-09,BROCKHAMPTON,JELLO,Music,2879,Sunday
75,2018-12-09,Big Data,Dangerous (feat. Joywave),Music,960,Sunday
76,2018-12-09,Bon Iver,22 (OVER S∞∞N),Music,1407,Sunday
77,2018-12-09,Bon Iver,29 #Strafford APTS,Music,3050,Sunday
78,2018-12-09,Broken Bells,The High Road,Music,960,Sunday
79,2018-12-09,Broken Bells,The Ghost Inside,Music,1137,Sunday
80,2018-12-09,Broken Bells,Leave It Alone,Music,3607,Sunday
81,2018-12-09,Bruno Major,There's Little Left,Music,139,Sunday
82,2018-12-09,Bruno Major,Second Time,Music,406,Sunday
83,2018-12-09,Bruno Major,Just The Same,Music,847,Sunday
84,2018-12-09,Chance the Rapper,Juke Jam (feat. Justin Bieber & Towkio),Music,2705,Sunday
85,2018-12-09,Chelou,Halfway to Nowhere,Music,1002,Sunday
86,2018-12-09,Childish Gambino,What Kind Of Love,Music,1764,Sunday
87,2018-12-09,Childish Gambino,Feels Like Summer,Music,32371,Sunday
88,2018-12-09,Choker,Starfruit LA,Music,1791,Sunday
89,2018-12-09,Christina Aguilera,Beautiful,Music,922822,Sunday
90,2018-12-09,Col3trane,Penelope,Music,3071,Sunday
91,2018-12-09,Coldplay,Spies,Music,768,Sunday
92,2018-12-09,Coldplay,Up in Flames,Music,831,Sunday
93,2018-12-09,Coldplay,The Scientist,Music,2848,Sunday
94,2018-12-09,Cory Asbury,Reckless Love,Music,2298,Sunday
95,2018-12-09,Curtis Harding,Need My Baby,Music,746,Sunday
96,2018-12-09,Curtis Harding,As I Am,Music,896,Sunday
97,2018-12-09,Curtis Harding,Wednesday Morning Atonement,Music,1462,Sunday
98,2018-12-09,Curtis Harding,Beautiful People,Music,2218,Sunday
99,2018-12-09,DJ Premier,My Space Baby,Music,180480,Sunday
100,2018-12-09,Danny Dwyer,What You Want,Music,1109,Sunday
101,2018-12-09,Davie,Your Love's A Vibe,Music,5824,Sunday
102,2018-12-09,Dayglow,Hot Rod,Music,204014,Sunday
103,2018-12-09,Drake,4422,Music,1002,Sunday
104,2018-12-09,Drake,Nonstop,Music,4884,Sunday
105,2018-12-09,Electric Guest,Awake,Music,938,Sunday
106,2018-12-09,Electric Guest,Back For Me,Music,1088,Sunday
107,2018-12-09,Electric Guest,The Bait,Music,2020,Sunday
108,2018-12-09,Electric Guest,Control,Music,105965,Sunday
109,2018-12-09,Electric Guest,This Head I Hold,Music,175773,Sunday
110,2018-12-09,Electric Guest,Over,Music,237440,Sunday
111,2018-12-09,Everlast,What It's Like,Music,2687,Sunday
112,2018-12-09,Everything Is Recorded,Show Love,Music,896,Sunday
113,2018-12-09,Fat Night,The Warmth,Music,9253,Sunday
114,2018-12-09,Feed Me Jack,Twice,Music,3306,Sunday
115,2018-12-09,Flamingosis,Down for the Fifth Time,Music,203870,Sunday
116,2018-12-09,Fleece,Under the Light,Music,3157,Sunday
117,2018-12-09,Frank Ocean,Nights,Music,725,Sunday
118,2018-12-09,Frank Ocean,Pink + White,Music,1855,Sunday
119,2018-12-09,Frank Ocean,Self Control,Music,2131,Sunday
120,2018-12-09,Frank Ocean,Moon River,Music,11242,Sunday
121,2018-12-09,Frank Ocean,Seigfried,Music,25258,Sunday
122,2018-12-09,Frank Ocean,Nikes,Music,172629,Sunday
123,2018-12-09,Gabriel Garzón-Montano,6 8,Music,278,Sunday
124,2018-12-09,Gabriel Garzón-Montano,The Game,Music,9535,Sunday
125,2018-12-09,Gabriel Garzón-Montano,Naeja,Music,265635,Sunday
126,2018-12-09,Glass Animals,Pork Soda,Music,1066,Sunday
127,2018-12-09,Glass Animals,Life Itself,Music,1535,Sunday
128,2018-12-09,Glass Animals,Pools,Music,4480,Sunday
129,2018-12-09,Glass Animals,Flip,Music,9621,Sunday
130,2018-12-09,Glass Animals,Poplar St,Music,263627,Sunday
131,2018-12-09,Harry Hudson,No Good,Music,3050,Sunday
132,2018-12-09,Harry Styles,Ever Since New York,Music,10687,Sunday
133,2018-12-09,Her,Shuggie - Bonus Track,Music,6165,Sunday
134,2018-12-09,Hozier,NFWMB,Music,1130,Sunday
135,2018-12-09,Huncho Jack,Motorcycle Patches,Music,626,Sunday
136,2018-12-09,Huncho Jack,Where U From,Music,1151,Sunday
137,2018-12-09,Huncho Jack,Black & Chinese,Music,118705,Sunday
138,2018-12-09,Huncho Jack,Modern Slavery,Music,149241,Sunday
139,2018-12-09,ILLENIUM,With You (feat. Quinn XCII),Music,1556,Sunday
140,2018-12-09,ISLAND,Stargazer (Live & Acoustic),Music,917,Sunday
141,2018-12-09,JP Cooper,She's On My Mind,Music,3328,Sunday
142,2018-12-09,Jackson Lundy,Calypso,Music,1663,Sunday
143,2018-12-09,Jaden,George Jeff,Music,746,Sunday
144,2018-12-09,Jaden,Watch Me,Music,1386,Sunday
145,2018-12-09,James Blake,Retrograde,Music,1300,Sunday
146,2018-12-09,James Tillman,And Then,Music,1280,Sunday
147,2018-12-09,Jamie Isaac,Find the Words - JI Edit,Music,1642,Sunday
148,2018-12-09,John Legend,Show Me,Music,684,Sunday
149,2018-12-09,John Legend,Save Room,Music,1023,Sunday
150,2018-12-09,John Legend,Overload,Music,2933,Sunday
151,2018-12-09,Joji,YEAH RIGHT,Music,3648,Sunday
152,2018-12-09,Jordan Rakei,Alright,Music,1898,Sunday
153,2018-12-09,Joywave,When You're Bored,Music,2026,Sunday
154,2018-12-09,Justin Timberlake,Supplies,Music,7465,Sunday
155,2018-12-09,KALEO,Hot Blood,Music,895,Sunday
156,2018-12-09,KALEO,Broken Bones,Music,1088,Sunday
157,2018-12-09,KIDS SEE GHOSTS,Cudi Montage,Music,2580,Sunday
158,2018-12-09,KIDS SEE GHOSTS,4th Dimension,Music,35840,Sunday
159,2018-12-09,Kanye West,Heard 'Em Say,Music,767,Sunday
160,2018-12-09,Kanye West,Violent Crimes,Music,215320,Sunday
161,2018-12-09,Leon Bridges,Bet Ain't Worth the Hand,Music,960,Sunday
162,2018-12-09,Leon Bridges,Shy,Music,2538,Sunday
163,2018-12-09,Leon Bridges,River,Music,15845,Sunday
164,2018-12-09,Lewis Del Mar,Wave(s),Music,1813,Sunday
165,2018-12-09,Lil Baby,Yes Indeed,Music,6976,Sunday
166,2018-12-09,Lou Berry,Bloom - Remastered,Music,746,Sunday
167,2018-12-09,Louis The Child,World On Fire,Music,6122,Sunday
168,2018-12-09,Maroon 5,Happy Christmas (War Is Over),Music,29183,Sunday
169,2018-12-09,Mars Today,Cool It,Music,1578,Sunday
170,2018-12-09,Masego,Disconnected (Shorty from VA),Music,1023,Sunday
171,2018-12-09,Masego,Navajo,Music,2580,Sunday
172,2018-12-09,Masego,Shawty Fishin' (Blame The Net),Music,4800,Sunday
173,2018-12-09,Masego,Lavish Lullaby,Music,29333,Sunday
174,2018-12-09,Masego,Old Age,Music,73773,Sunday
175,2018-12-09,Mathias,Timeless (feat. Drop),Music,2560,Sunday
176,2018-12-09,Matt Corby,Empires Attraction,Music,1770,Sunday
177,2018-12-09,Menomena,TAOS,Music,9578,Sunday
178,2018-12-09,Migos,Stir Fry,Music,405,Sunday
179,2018-12-09,Migos,BBO (Bad Bitches Only),Music,1365,Sunday
180,2018-12-09,Mild High Club,Tesselation,Music,3498,Sunday
181,2018-12-09,Miles Davis,Silence Is the Way,Music,4117,Sunday
182,2018-12-09,Miles Davis,Ghetto Walkin',Music,4500,Sunday
183,2018-12-09,Minke,Gold Angel,Music,1088,Sunday
184,2018-12-09,Mirror Signal,One Day,Music,2205,Sunday
185,2018-12-09,Mirror Signal,20th Century Fix (Warm Weather),Music,4334,Sunday
186,2018-12-09,Moon Taxi,Year Zero,Music,810,Sunday
187,2018-12-09,Moon Taxi,Morocco,Music,1130,Sunday
188,2018-12-09,Moonchild,Cure,Music,746,Sunday
189,2018-12-09,Moonchild,The List,Music,1002,Sunday
190,2018-12-09,Mt. Joy,Dirty Love,Music,1386,Sunday
191,2018-12-09,Mt. Joy,Julia,Music,2240,Sunday
192,2018-12-09,Nick Hakim,The Light,Music,917,Sunday
193,2018-12-09,Nick Hakim,I Don't Know,Music,4053,Sunday
194,2018-12-09,Nick Hakim,Cold,Music,232800,Sunday
195,2018-12-09,Nick Hakim,The Want,Music,235102,Sunday
196,2018-12-09,Nick Murphy / Chet Faker,No Diggity,Music,1087,Sunday
197,2018-12-09,Nick Murphy / Chet Faker,Talk Is Cheap,Music,1237,Sunday
198,2018-12-09,Nick Murphy / Chet Faker,Gold,Music,1366,Sunday
199,2018-12-09,Noirre,309,Music,2879,Sunday
200,2018-12-09,Nothing But Thieves,Broken Machine,Music,874,Sunday
201,2018-12-09,Nothing But Thieves,You Know Me Too Well,Music,1323,Sunday
202,2018-12-09,Nothing But Thieves,Hanging,Music,9108,Sunday
203,2018-12-09,ODIE,Night Terrific! (feat. Yaqob),Music,2031,Sunday
204,2018-12-09,Phony Ppl,HelGa.,Music,533,Sunday
205,2018-12-09,Phony Ppl,Why iii Love The Moon.,Music,1855,Sunday
206,2018-12-09,Phony Ppl,Way Too Far,Music,2869,Sunday
207,2018-12-09,Phony Ppl,Before You Get a Boyfriend.,Music,108625,Sunday
208,2018-12-09,Phony Ppl,the Colours.,Music,277654,Sunday
209,2018-12-09,Portugal. The Man,The Dead Dog,Music,1130,Sunday
210,2018-12-09,Portugal. The Man,So Young,Music,1656,Sunday
211,2018-12-09,Portugal. The Man,Purple Yellow Red and Blue,Music,1741,Sunday
212,2018-12-09,Portugal. The Man,Feel It Still,Music,2880,Sunday
213,2018-12-09,Pusha T,If You Know You Know,Music,975,Sunday
214,2018-12-09,RY X,Howling,Music,2133,Sunday
215,2018-12-09,Radiohead,I Might Be Wrong,Music,746,Sunday
216,2018-12-09,Radiohead,The Numbers,Music,1130,Sunday
217,2018-12-09,Raveena,Sweet Time,Music,3008,Sunday
218,2018-12-09,Real Estate,Darling,Music,1066,Sunday
219,2018-12-09,Reaper,Three Thirty,Music,2986,Sunday
220,2018-12-09,Red Hot Chili Peppers,Scar Tissue,Music,938,Sunday
221,2018-12-09,Red Hot Chili Peppers,Snow (Hey Oh),Music,2005,Sunday
222,2018-12-09,Roman GianArthur,High & Dry,Music,2026,Sunday
223,2018-12-09,Sampha,Blood on Me,Music,1556,Sunday
224,2018-12-09,Sampha,Plastic 100°C,Music,18712,Sunday
225,2018-12-09,Shakey Graves,Only Son,Music,1685,Sunday
226,2018-12-09,Sheck Wes,Mo Bamba,Music,6036,Sunday
227,2018-12-09,Sheck Wes,Wanted,Music,178935,Sunday
228,2018-12-09,SiR,Something Foreign,Music,2581,Sunday
229,2018-12-09,SiR,Something New,Music,10965,Sunday
230,2018-12-09,Son Little,The River,Music,1408,Sunday
231,2018-12-09,Son Little,The Middle,Music,1429,Sunday
232,2018-12-09,Son Little,Kimberly's Mine,Music,7039,Sunday
233,2018-12-09,St. Paul & The Broken Bones,Brain Matter,Music,3562,Sunday
234,2018-12-09,Stanley Turrentine,Sunny,Music,2496,Sunday
235,2018-12-09,Steve Lacy,Dark Red,Music,2818,Sunday
236,2018-12-09,Syd,Moving Mountains,Music,1535,Sunday
237,2018-12-09,Syd,Nothin to Somethin,Music,1856,Sunday
238,2018-12-09,Teyana Taylor,Issues/Hold On,Music,1791,Sunday
239,2018-12-09,The Arcs,Cold Companion,Music,1322,Sunday
240,2018-12-09,The Arcs,The Arc,Music,1343,Sunday
241,2018-12-09,The Arcs,Rosie (Ooh La La),Music,1855,Sunday
242,2018-12-09,The Arcs,Searching the Blue,Music,12348,Sunday
243,2018-12-09,The Black Keys,10 Lovers,Music,1002,Sunday
244,2018-12-09,The Flying Stars Of Brooklyn NY,My God Has A Telephone,Music,1547,Sunday
245,2018-12-09,The Fray,Love Don't Die,Music,981,Sunday
246,2018-12-09,The Fray,Maps,Music,2452,Sunday
247,2018-12-09,The Internet,Under Control,Music,917,Sunday
248,2018-12-09,The Internet,Come Together,Music,1237,Sunday
249,2018-12-09,The Internet,Hold On,Music,1834,Sunday
250,2018-12-09,The Internet,La Di Da,Music,117832,Sunday
251,2018-12-09,The Physics,On Deck,Music,589119,Sunday
252,2018-12-09,The Roots,Baby,Music,640,Sunday
253,2018-12-09,The Roots,Bread And Butter,Music,789,Sunday
254,2018-12-09,The Roots,Sleep,Music,981,Sunday
255,2018-12-09,The Roots,Game Theory,Music,1536,Sunday
256,2018-12-09,The Weeknd,Tell Your Friends,Music,4224,Sunday
257,2018-12-09,Theophilus London,Only You (feat. Tame Impala),Music,1301,Sunday
258,2018-12-09,Thundercat,Lava Lamp,Music,938,Sunday
259,2018-12-09,Tom Misch,Follow,Music,812,Sunday
260,2018-12-09,Travis Scott,CAROUSEL,Music,1130,Sunday
261,2018-12-09,Travis Scott,BUTTERFLY EFFECT,Music,1343,Sunday
262,2018-12-09,Travis Scott,ASTROTHUNDER,Music,11530,Sunday
263,2018-12-09,"Tyler, The Creator",OKRA,Music,1021,Sunday
264,2018-12-09,"Tyler, The Creator",Where This Flower Blooms (feat. Frank Ocean),Music,1023,Sunday
265,2018-12-09,Van Hunt,Seconds Of Pleasure,Music,2197,Sunday
266,2018-12-09,Vance Joy,Saturday Sun,Music,2517,Sunday
267,2018-12-09,Vince Staples,Lemme Know,Music,1602,Sunday
268,2018-12-09,X Ambassadors,Renegades,Music,1216,Sunday
269,2018-12-09,XXXTENTACION,what are you so afraid of,Music,810,Sunday
270,2018-12-09,XXXTENTACION,before I close my eyes,Music,1871,Sunday
271,2018-12-09,XXXTENTACION,Jocelyn Flores,Music,34666,Sunday
272,2018-12-09,XXXTENTACION,Guardian angel,Music,45226,Sunday
273,2018-12-09,XXXTENTACION,whoa (mind in awe),Music,165376,Sunday
274,2018-12-09,XXXTENTACION,BAD!,Music,165481,Sunday
275,2018-12-09,Young the Giant,Panoramic Girl,Music,917,Sunday
276,2018-12-09,Young the Giant,Darkest Shade of Blue,Music,1322,Sunday
277,2018-12-09,Young the Giant,Art Exhibit,Music,2730,Sunday
278,2018-12-09,Young the Giant,Firelight,Music,4671,Sunday
279,2018-12-09,Young the Giant,Brother's Keeper,Music,5930,Sunday
280,2018-12-09,Young the Giant,Call Me Back,Music,7061,Sunday
281,2018-12-09,Young the Giant,Superposition,Music,21712,Sunday
282,2018-12-09,Young the Giant,Oblivion,Music,190703,Sunday
283,2018-12-09,Young the Giant,Heat of the Summer,Music,422772,Sunday
284,2018-12-09,ZZ Ward,Save My Life,Music,928,Sunday
285,2018-12-09,ZZ Ward,Til the Casket Drops,Music,1237,Sunday
286,2018-12-09,Zach Farache,The Loser,Music,874,Sunday
287,2018-12-09,alt-J,Something Good,Music,853,Sunday
288,2018-12-10,A$AP Rocky,Hun43rd,Music,286464,Monday
289,2018-12-10,Allen Stone,Perfect World,Music,998,Monday
290,2018-12-10,Anderson .Paak,Bubblin,Music,209789,Monday
291,2018-12-10,BROCKHAMPTON,GUMMY,Music,8382,Monday
292,2018-12-10,Big Sean,Nothing Is Stopping You,Music,171842,Monday
293,2018-12-10,Broken Bells,The Ghost Inside,Music,1277,Monday
294,2018-12-10,Broken Bells,The High Road,Music,2431,Monday
295,2018-12-10,Childish Gambino,Redbone,Music,1984,Monday
296,2018-12-10,Childish Gambino,Feels Like Summer,Music,297404,Monday
297,2018-12-10,Choker,Drift,Music,896,Monday
298,2018-12-10,Choker,El Dorado,Music,10038,Monday
299,2018-12-10,Christina Aguilera,Beautiful,Music,132714,Monday
300,2018-12-10,Coldplay,Lost+ (with Jay-Z),Music,3985,Monday
301,2018-12-10,Coldplay,Violet Hill,Music,24765,Monday
302,2018-12-10,Curtis Harding,Wednesday Morning Atonement,Music,18086,Monday
303,2018-12-10,Davie,Testify - EP Version,Music,2832,Monday
304,2018-12-10,Drake,Nonstop,Music,712788,Monday
305,2018-12-10,Electric Guest,The Bait,Music,1322,Monday
306,2018-12-10,Electric Guest,This Head I Hold,Music,175773,Monday
307,2018-12-10,Electric Guest,Over,Music,237440,Monday
308,2018-12-10,Electric Guest,Awake,Music,300866,Monday
309,2018-12-10,Elements of Music,Get Along (feat. Anderson .Paak & Blu),Music,2410,Monday
310,2018-12-10,Frank Ocean,Provider,Music,10495,Monday
311,2018-12-10,Frank Ocean,Biking,Music,277520,Monday
312,2018-12-10,Gabriel Garzón-Montano,The Game,Music,8498,Monday
313,2018-12-10,Glass Animals,Poplar St,Music,2948,Monday
314,2018-12-10,Glass Animals,Flip,Music,7893,Monday
315,2018-12-10,Glass Animals,Life Itself,Music,62200,Monday
316,2018-12-10,Glass Animals,Pork Soda,Music,253831,Monday
317,2018-12-10,Grizzly Bear,Losing All Sense,Music,11989,Monday
318,2018-12-10,Hozier,NFWMB,Music,259253,Monday
319,2018-12-10,Huncho Jack,Modern Slavery,Music,148559,Monday
320,2018-12-10,Huncho Jack,Where U From,Music,251968,Monday
321,2018-12-10,JP Cooper,She's On My Mind,Music,3072,Monday
322,2018-12-10,Jaden,George Jeff,Music,4179,Monday
323,2018-12-10,Joe Fox,Aftershow,Music,3413,Monday
324,2018-12-10,Joywave,When You're Bored,Music,193893,Monday
325,2018-12-10,Joywave,Tongues,Music,234773,Monday
326,2018-12-10,KALEO,Broken Bones,Music,1920,Monday
327,2018-12-10,KALEO,Hot Blood,Music,2275,Monday
328,2018-12-10,KIDS SEE GHOSTS,4th Dimension,Music,182590,Monday
329,2018-12-10,Kendrick Lamar,Now Or Never - Bonus Track,Music,952,Monday
330,2018-12-10,Lil Baby,Yes Indeed,Music,97895,Monday
331,2018-12-10,Local Natives,I Saw You Close Your Eyes,Music,68417,Monday
332,2018-12-10,Marc Scibilia,The Shape I'm In,Music,191976,Monday
333,2018-12-10,Masego,Just A Little,Music,4608,Monday
334,2018-12-10,Mirror Signal,One Day,Music,25850,Monday
335,2018-12-10,Moise,Wildflower,Music,173099,Monday
336,2018-12-10,Moon Taxi,Morocco,Music,208053,Monday
337,2018-12-10,No Wyld,Tomorrow,Music,352784,Monday
338,2018-12-10,Nothing But Thieves,Broken Machine,Music,2786,Monday
339,2018-12-10,Nothing But Thieves,Hanging,Music,4783,Monday
340,2018-12-10,ODIE,Little Lies,Music,21733,Monday
341,2018-12-10,ODIE,Night Terrific! (feat. Yaqob),Music,203566,Monday
342,2018-12-10,Portugal. The Man,Purple Yellow Red and Blue,Music,1184,Monday
343,2018-12-10,Portugal. The Man,Feel It Still,Music,1486,Monday
344,2018-12-10,Pusha T,If You Know You Know,Music,202120,Monday
345,2018-12-10,Shawn Mendes,Youth (feat. Khalid),Music,112808,Monday
346,2018-12-10,SiR,Something Foreign,Music,2924,Monday
347,2018-12-10,Son Little,The River,Music,103398,Monday
348,2018-12-10,St. Paul & The Broken Bones,Brain Matter,Music,1044,Monday
349,2018-12-10,The Arcs,Put a Flower in Your Pocket,Music,81636,Monday
350,2018-12-10,The Black Keys,10 Lovers,Music,214596,Monday
351,2018-12-10,The Fray,Love Don't Die,Music,4991,Monday
352,2018-12-10,The Fray,Maps,Music,46927,Monday
353,2018-12-10,The Internet,Gabby,Music,3136,Monday
354,2018-12-10,The Revivalists,Wish I Knew You,Music,2925,Monday
355,2018-12-10,The Roots,Bread And Butter,Music,16764,Monday
356,2018-12-10,The Roots,Game Theory,Music,106765,Monday
357,2018-12-10,Travis Scott,STARGAZING,Music,682,Monday
358,2018-12-10,Travis Scott,NC-17,Music,746,Monday
359,2018-12-10,Travis Scott,HOUSTONFORNICATION,Music,938,Monday
360,2018-12-10,Travis Scott,COFFEE BEAN,Music,1237,Monday
361,2018-12-10,Travis Scott,NO BYSTANDERS,Music,1798,Monday
362,2018-12-10,Travis Scott,SKELETONS,Music,6442,Monday
363,2018-12-10,Travis Scott,BUTTERFLY EFFECT,Music,83433,Monday
364,2018-12-10,Travis Scott,CAROUSEL,Music,180182,Monday
365,2018-12-10,Travis Scott,YOSEMITE,Music,354843,Monday
366,2018-12-10,"Tyler, The Creator",Where This Flower Blooms (feat. Frank Ocean),Music,150724,Monday
367,2018-12-10,"Tyler, The Creator",OKRA,Music,151026,Monday
368,2018-12-10,Unknown Artist,Unknown Track,Music,1532,Monday
369,2018-12-10,Vance Joy,Saturday Sun,Music,214720,Monday
370,2018-12-10,XXXTENTACION,Jocelyn Flores,Music,232284,Monday
371,2018-12-10,Young the Giant,Amerika,Music,91602,Monday
372,2018-12-10,Young the Giant,Heat of the Summer,Music,211386,Monday
373,2018-12-10,Young the Giant,Panoramic Girl,Music,243995,Monday
374,2018-12-10,Young the Giant,Glory,Music,499962,Monday
375,2018-12-10,ZZ Ward,Save My Life,Music,975,Monday
376,2018-12-10,ZZ Ward,Til the Casket Drops,Music,1557,Monday
377,2018-12-10,alt-J,Breezeblocks,Music,21477,Monday
378,2018-12-11,A$AP Rocky,A$AP Forever REMIX,Music,866,Tuesday
379,2018-12-11,A$AP Rocky,Tony Tone,Music,1031,Tuesday
380,2018-12-11,A$AP Rocky,Distorted Records,Music,1266,Tuesday
381,2018-12-11,A$AP Rocky,Kids Turned Out Fine,Music,1633,Tuesday
382,2018-12-11,A$AP Rocky,Gunz N Butter,Music,1775,Tuesday
383,2018-12-11,A$AP Rocky,OG Beeper,Music,2019,Tuesday
384,2018-12-11,A$AP Rocky,Brotha Man,Music,2806,Tuesday
385,2018-12-11,A$AP Rocky,"Black Tux, White Collar",Music,4385,Tuesday
386,2018-12-11,A$AP Rocky,CALLDROPS,Music,5928,Tuesday
387,2018-12-11,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),Music,6261,Tuesday
388,2018-12-11,A$AP Rocky,Buck Shots,Music,8567,Tuesday
389,2018-12-11,A$AP Rocky,Fukk Sleep,Music,146229,Tuesday
390,2018-12-11,A$AP Rocky,Purity,Music,241301,Tuesday
391,2018-12-11,A$AP Rocky,Changes,Music,243522,Tuesday
392,2018-12-11,A$AP Rocky,Bad Company (feat. BlocBoy JB),Music,308686,Tuesday
393,2018-12-11,A$AP Rocky,Hun43rd,Music,480063,Tuesday
394,2018-12-11,Allen Stone,American Privilege,Music,212689,Tuesday
395,2018-12-11,Anderson East,All On My Mind,Music,449040,Tuesday
396,2018-12-11,B. Lewis,Strange Things,Music,173513,Tuesday
397,2018-12-11,Benjamin Booker,Motivation,Music,29214,Tuesday
398,2018-12-11,Broken Bells,The Ghost Inside,Music,20305,Tuesday
399,2018-12-11,Broken Bells,Shelter,Music,713067,Tuesday
400,2018-12-11,Curtis Harding,Surf,Music,5124,Tuesday
401,2018-12-11,Dan Auerbach,King of a One Horse Town,Music,12213,Tuesday
402,2018-12-11,Dre'es,Warm (feat. Mia),Music,14976,Tuesday
